,perceelid,perceeltype,huisnr,huisnr_bag_letter,huisnr_bag_toevoeging,bag_nummeraanduidingid,bag_adresseerbaarobjectid,lat,lon,rdx,rdy,oppervlakte,gebruiksdoel,reeksid
307640,308726,verblijfsobject,47,,H,363200000062384.0,363010000600047.0,52.35052719,4.89984417,121794.0,484847.0,56,woonfunctie,14596
307641,308727,verblijfsobject,49,,1,363200000062388.0,363010000600051.0,52.3507067,4.89978349,121790.0,484867.0,49,woonfunctie,14596
307642,308728,verblijfsobject,49,,2,363200000062389.0,363010000600052.0,52.3507067,4.89978349,121790.0,484867.0,49,woonfunctie,14596
307643,308729,verblijfsobject,49,,H,363200000062387.0,363010000600050.0,52.3507067,4.89978349,121790.0,484867.0,53,woonfunctie,14596
307644,308730,verblijfsobject,51,,1,363200000062391.0,363010000600054.0,52.35076955,4.89976813,121789.0,484874.0,49,woonfunctie,14596
307645,308731,verblijfsobject,51,,2,363200000062392.0,363010000600055.0,52.35076955,4.89976813,121789.0,484874.0,49,woonfunctie,14596
307646,308732,verblijfsobject,51,,H,363200000062390.0,363010000600053.0,52.35076955,4.89976813,121789.0,484874.0,53,woonfunctie,14596
307647,308733,verblijfsobject,53,,1,363200000062394.0,363010000600057.0,52.35083234,4.89973808,121787.0,484881.0,49,woonfunctie,14596
307648,308734,verblijfsobject,53,,2,363200000062395.0,363010000600058.0,52.35083234,4.89973808,121787.0,484881.0,49,woonfunctie,14596
307649,308735,verblijfsobject,53,,H,363200000062393.0,363010000600056.0,52.35083234,4.89973808,121787.0,484881.0,53,woonfunctie,14596
307650,308736,verblijfsobject,55,,1,363200000062397.0,363010000600060.0,52.3508862,4.89972281,121786.0,484887.0,49,woonfunctie,14596
307651,308737,verblijfsobject,55,,2,363200000062398.0,363010000600061.0,52.3508862,4.89972281,121786.0,484887.0,49,woonfunctie,14596
307652,308738,verblijfsobject,55,,H,363200000062396.0,363010000600059.0,52.3508862,4.89972281,121786.0,484887.0,53,woonfunctie,14596
307653,308739,verblijfsobject,57,,1,363200000062400.0,363010000600063.0,52.35094007,4.89970754,121785.0,484893.0,49,woonfunctie,14596
307654,308740,verblijfsobject,57,,2,363200000062401.0,363010000600064.0,52.35094007,4.89970754,121785.0,484893.0,49,woonfunctie,14596
307655,308741,verblijfsobject,57,,H,363200000062399.0,363010000600062.0,52.35094007,4.89970754,121785.0,484893.0,53,woonfunctie,14596
307656,308742,verblijfsobject,59,,1,363200000062402.0,363010000600065.0,52.35099399,4.89970695,121785.0,484899.0,54,woonfunctie,14596
307657,308743,verblijfsobject,59,,2,363200000062403.0,363010000600066.0,52.35099399,4.89970695,121785.0,484899.0,54,woonfunctie,14596
307658,308744,verblijfsobject,59,,3,363200000062404.0,363010000600067.0,52.35099399,4.89970695,121785.0,484899.0,54,woonfunctie,14596
307659,308745,verblijfsobject,59,,H,363200000470126.0,363010000982298.0,52.35099399,4.89970695,121785.0,484899.0,1,woonfunctie,14596
307660,308746,verblijfsobject,2,,,363200000525187.0,363010001040433.0,52.35081536,4.89780088,121655.0,484880.0,1,"woonfunctie,winkelfunctie",14597
307661,308747,verblijfsobject,4,,,363200000525188.0,363010001040434.0,52.35078845,4.89781585,121656.0,484877.0,1,woonfunctie,14597
307662,308748,verblijfsobject,6,,,363200000062319.0,363010000599981.0,52.35074352,4.89781635,121656.0,484872.0,53,woonfunctie,14597
307663,308749,verblijfsobject,8,,,363200000062323.0,363010000599986.0,52.35072554,4.89781655,121656.0,484870.0,46,woonfunctie,14597
307664,308750,verblijfsobject,10,,,363200000062327.0,363010000599990.0,52.35072548,4.89780187,121655.0,484870.0,76,woonfunctie,14597
307665,308751,verblijfsobject,12,,,363200000062331.0,363010000599994.0,52.35068978,4.89786097,121659.0,484866.0,64,woonfunctie,14597
307666,308752,verblijfsobject,14,,,363200000062335.0,363010000599998.0,52.35068972,4.8978463,121658.0,484866.0,42,woonfunctie,14598
307667,308753,verblijfsobject,16,,,363200000062339.0,363010000600002.0,52.35067156,4.89780246,121655.0,484864.0,44,woonfunctie,14598
307668,308754,verblijfsobject,18,,,363200000062342.0,363010000600005.0,52.35068953,4.89780227,121655.0,484866.0,62,woonfunctie,14598
307669,308755,verblijfsobject,20,,,363200000062344.0,363010000600007.0,52.35061794,4.89787644,121660.0,484858.0,46,woonfunctie,14598
307670,308756,verblijfsobject,22,,,363200000062348.0,363010000600011.0,52.35061788,4.89786176,121659.0,484858.0,76,woonfunctie,14598
307671,308757,verblijfsobject,24,,,363200000062352.0,363010000600015.0,52.35060877,4.89783251,121657.0,484857.0,53,woonfunctie,14598
307672,308758,verblijfsobject,26,,,363200000062356.0,363010000600019.0,52.35055515,4.89790649,121662.0,484851.0,76,woonfunctie,14598
307673,308759,verblijfsobject,60,,,363200000062405.0,363010000600068.0,52.3501962,4.89804254,121671.0,484811.0,85,woonfunctie,14599
307674,308760,verblijfsobject,62,,,363200000062406.0,363010000600069.0,52.35017817,4.89802806,121670.0,484809.0,62,woonfunctie,14599
307675,308761,verblijfsobject,64,,,363200000062407.0,363010000600070.0,52.35015126,4.89804303,121671.0,484806.0,58,woonfunctie,14599
307676,308762,verblijfsobject,66,,,363200000062408.0,363010000600071.0,52.35009746,4.89807298,121673.0,484800.0,108,woonfunctie,14599
307677,308763,verblijfsobject,68,,,363200000062409.0,363010000600072.0,52.35008847,4.89807308,121673.0,484799.0,72,woonfunctie,14599
307678,308764,verblijfsobject,70,,,363200000062410.0,363010000600073.0,52.35005252,4.89807347,121673.0,484795.0,66,woonfunctie,14599
307679,308765,verblijfsobject,72,,,363200000062411.0,363010000600074.0,52.35007032,4.89802925,121670.0,484797.0,97,woonfunctie,14599
307680,308766,verblijfsobject,74,,,363200000062412.0,363010000600075.0,52.35007032,4.89802925,121670.0,484797.0,64,woonfunctie,14599
307681,308767,verblijfsobject,76,,,363200000062413.0,363010000600076.0,52.35006145,4.8980587,121672.0,484796.0,63,woonfunctie,14599
307682,308768,verblijfsobject,78,,,363200000062414.0,363010000600077.0,52.35001718,4.89822063,121683.0,484791.0,44,woonfunctie,14599
307683,308769,verblijfsobject,80,,,363200000062415.0,363010000600078.0,52.35002617,4.89822053,121683.0,484792.0,48,woonfunctie,14599
307684,308770,verblijfsobject,82,,,363200000062416.0,363010000600079.0,52.3500173,4.89824999,121685.0,484791.0,68,woonfunctie,14599
307685,308771,verblijfsobject,84,,,363200000062417.0,363010000600080.0,52.3500085,4.89829411,121688.0,484790.0,43,woonfunctie,14599
307686,308772,verblijfsobject,86,,,363200000062418.0,363010000600081.0,52.35000862,4.89832347,121690.0,484790.0,49,woonfunctie,14599
307687,308773,verblijfsobject,88,,,363200000062419.0,363010000600082.0,52.34999975,4.89835292,121692.0,484789.0,71,woonfunctie,14599
307688,308774,verblijfsobject,90,,,363200000062420.0,363010000600083.0,52.34999101,4.89841172,121696.0,484788.0,44,woonfunctie,14599
307689,308775,verblijfsobject,92,,,363200000062421.0,363010000600084.0,52.34998202,4.89841182,121696.0,484787.0,48,woonfunctie,14599
307690,308776,verblijfsobject,94,,,363200000062422.0,363010000600085.0,52.34998214,4.89844117,121698.0,484787.0,68,woonfunctie,14599
307691,308777,verblijfsobject,96,,,363200000062423.0,363010000600086.0,52.34997328,4.89847062,121700.0,484786.0,43,woonfunctie,14599
307692,308778,verblijfsobject,98,,,363200000062424.0,363010000600087.0,52.34996441,4.89850008,121702.0,484785.0,49,woonfunctie,14599
307693,308779,verblijfsobject,100,,,363200000062425.0,363010000600088.0,52.34995554,4.89852953,121704.0,484784.0,71,woonfunctie,14599
307694,308780,verblijfsobject,102,,,363200000062426.0,363010000600089.0,52.34993787,4.89860311,121709.0,484782.0,44,woonfunctie,14599
307695,308781,verblijfsobject,104,,,363200000062427.0,363010000600090.0,52.3499468,4.89858833,121708.0,484783.0,48,woonfunctie,14599
307696,308782,verblijfsobject,106,,,363200000062428.0,363010000600091.0,52.34993793,4.89861778,121710.0,484782.0,68,woonfunctie,14599
307697,308783,verblijfsobject,108,,,363200000062429.0,363010000600092.0,52.34992907,4.89864723,121712.0,484781.0,43,woonfunctie,14599
307698,308784,verblijfsobject,110,,,363200000062430.0,363010000600093.0,52.34992919,4.89867659,121714.0,484781.0,49,woonfunctie,14599
307699,308785,verblijfsobject,112,,,363200000062431.0,363010000600094.0,52.34992032,4.89870604,121716.0,484780.0,71,woonfunctie,14599
307700,308786,verblijfsobject,114,,,363200000062432.0,363010000600095.0,52.34990259,4.89876494,121720.0,484778.0,44,woonfunctie,14599
307701,308787,verblijfsobject,116,,,363200000062433.0,363010000600096.0,52.34991158,4.89876484,121720.0,484779.0,48,woonfunctie,14599
307702,308788,verblijfsobject,118,,,363200000062434.0,363010000600097.0,52.34990277,4.89880897,121723.0,484778.0,68,woonfunctie,14599
307703,308789,verblijfsobject,120,,,363200000062435.0,363010000600098.0,52.3498939,4.89883842,121725.0,484777.0,90,woonfunctie,14599
307704,308790,verblijfsobject,122,,,363200000062436.0,363010000600099.0,52.34988504,4.89886787,121727.0,484776.0,54,woonfunctie,14599
307705,308791,verblijfsobject,124,,,363200000062437.0,363010000600100.0,52.34988516,4.89889723,121729.0,484776.0,54,woonfunctie,14599
307706,308792,verblijfsobject,126,,,363200000062438.0,363010000600101.0,52.34987629,4.89892668,121731.0,484775.0,67,woonfunctie,14599
307707,308793,verblijfsobject,128,,,363200000062439.0,363010000600102.0,52.34987653,4.89898538,121735.0,484775.0,95,industriefunctie,14599
307708,308794,verblijfsobject,130,,,363200000062440.0,363010000600103.0,52.34995972,4.89954219,121773.0,484784.0,71,woonfunctie,14599
307709,308795,verblijfsobject,132,,,363200000062441.0,363010000600104.0,52.34997782,4.89957134,121775.0,484786.0,67,woonfunctie,14599
307710,308796,verblijfsobject,134,,,363200000062442.0,363010000600105.0,52.34998686,4.89958592,121776.0,484787.0,54,woonfunctie,14599
307711,308797,verblijfsobject,136,,,363200000062443.0,363010000600106.0,52.35000496,4.89961508,121778.0,484789.0,54,woonfunctie,14599
307712,308798,verblijfsobject,138,,,363200000062444.0,363010000600107.0,52.35002305,4.89964423,121780.0,484791.0,90,woonfunctie,14599
307713,308799,verblijfsobject,140,,,363200000062445.0,363010000600108.0,52.3500321,4.89965881,121781.0,484792.0,44,woonfunctie,14599
307714,308800,verblijfsobject,142,,,363200000062446.0,363010000600109.0,52.3500502,4.89968796,121783.0,484794.0,48,woonfunctie,14599
307715,308801,verblijfsobject,144,,,363200000062447.0,363010000600110.0,52.35003234,4.89971751,121785.0,484792.0,68,woonfunctie,14599
307716,308802,verblijfsobject,146,,,363200000062448.0,363010000600111.0,52.35007734,4.8997317,121786.0,484797.0,43,woonfunctie,14599
307717,308803,verblijfsobject,148,,,363200000062449.0,363010000600112.0,52.35008645,4.89976095,121788.0,484798.0,49,woonfunctie,14599
307718,308804,verblijfsobject,150,,,363200000062450.0,363010000600113.0,52.35010454,4.89979011,121790.0,484800.0,71,woonfunctie,14599
307719,308805,verblijfsobject,152,,,363200000062451.0,363010000600114.0,52.35011359,4.89980468,121791.0,484801.0,44,woonfunctie,14599
307720,308806,verblijfsobject,154,,,363200000062452.0,363010000600115.0,52.35013169,4.89983384,121793.0,484803.0,48,woonfunctie,14599
307721,308807,verblijfsobject,156,,,363200000062453.0,363010000600116.0,52.35010479,4.89984881,121794.0,484800.0,68,woonfunctie,14599
307722,308808,verblijfsobject,158,,,363200000062454.0,363010000600117.0,52.35015883,4.89987757,121796.0,484806.0,43,woonfunctie,14599
307723,308809,verblijfsobject,160,,,363200000062455.0,363010000600118.0,52.35017693,4.89990673,121798.0,484808.0,49,woonfunctie,14599
307724,308810,verblijfsobject,162,,,363200000062456.0,363010000600119.0,52.35018604,4.89993598,121800.0,484809.0,71,woonfunctie,14599
307725,308811,verblijfsobject,164,,,363200000062457.0,363010000600120.0,52.35020407,4.89995046,121801.0,484811.0,44,woonfunctie,14599
307726,308812,verblijfsobject,166,,,363200000062458.0,363010000600121.0,52.35021318,4.89997971,121803.0,484812.0,48,woonfunctie,14599
307727,308813,verblijfsobject,168,,,363200000062459.0,363010000600122.0,52.3501952,4.89997991,121803.0,484810.0,68,woonfunctie,14599
307728,308814,verblijfsobject,170,,,363200000062460.0,363010000600123.0,52.35024038,4.90003812,121807.0,484815.0,43,woonfunctie,14599
307729,308815,verblijfsobject,172,,,363200000062461.0,363010000600124.0,52.35025842,4.9000526,121808.0,484817.0,49,woonfunctie,14599
307730,308816,verblijfsobject,174,,,363200000062462.0,363010000600125.0,52.35027651,4.90008176,121810.0,484819.0,71,woonfunctie,14599
307731,308817,verblijfsobject,176,,,363200000062463.0,363010000600126.0,52.35028562,4.90011101,121812.0,484820.0,44,woonfunctie,14599
307732,308818,verblijfsobject,178,,,363200000062464.0,363010000600127.0,52.35030366,4.90012549,121813.0,484822.0,48,woonfunctie,14599
307733,308819,verblijfsobject,180,,,363200000062465.0,363010000600128.0,52.35026783,4.90015524,121815.0,484818.0,68,woonfunctie,14599
307734,308820,verblijfsobject,182,,,363200000062466.0,363010000600129.0,52.35036693,4.90021286,121819.0,484829.0,63,woonfunctie,14599
307735,308821,verblijfsobject,184,,,363200000062467.0,363010000600130.0,52.35036705,4.90024221,121821.0,484829.0,64,woonfunctie,14599
307736,308822,verblijfsobject,186,,,363200000062468.0,363010000600131.0,52.35036711,4.90025689,121822.0,484829.0,97,woonfunctie,14599
307737,308823,verblijfsobject,188,,,363200000062469.0,363010000600132.0,52.35039377,4.90018321,121817.0,484832.0,66,woonfunctie,14599
307738,308824,verblijfsobject,190,,,363200000062470.0,363010000600133.0,52.35035818,4.90027166,121823.0,484828.0,72,woonfunctie,14599
307739,308825,verblijfsobject,192,,,363200000062471.0,363010000600134.0,52.35036723,4.90028624,121824.0,484829.0,108,woonfunctie,14599
307740,308826,verblijfsobject,194,,,363200000062472.0,363010000600135.0,52.35045662,4.90016784,121816.0,484839.0,57,woonfunctie,14599
307741,308827,verblijfsobject,196,,,363200000062473.0,363010000600136.0,52.35047454,4.90015297,121815.0,484841.0,62,woonfunctie,14599
307742,308828,verblijfsobject,198,,,363200000062474.0,363010000600137.0,52.35049251,4.90015277,121815.0,484843.0,85,woonfunctie,14599
307743,308829,verblijfsobject,200,,,363200000062475.0,363010000600138.0,52.35086063,4.90006067,121809.0,484884.0,67,woonfunctie,14599
307744,308830,verblijfsobject,202,,,363200000062476.0,363010000600139.0,52.35088759,4.90006037,121809.0,484887.0,69,woonfunctie,14599
307745,308831,verblijfsobject,204,,,363200000062477.0,363010000600140.0,52.35090545,4.90003082,121807.0,484889.0,50,woonfunctie,14599
307746,308832,verblijfsobject,206,,,363200000062478.0,363010000600141.0,52.35094133,4.90001575,121806.0,484893.0,38,woonfunctie,14599
307747,308833,verblijfsobject,208,,,363200000062479.0,363010000600142.0,52.35092372,4.90010401,121812.0,484891.0,48,woonfunctie,14599
307748,308834,verblijfsobject,210,,,363200000062480.0,363010000600143.0,52.35095062,4.90008904,121811.0,484894.0,62,woonfunctie,14599
307749,308835,verblijfsobject,212,,,363200000062481.0,363010000600144.0,52.3509683,4.90001546,121806.0,484896.0,48,woonfunctie,14599
307750,308836,verblijfsobject,214,,,363200000062482.0,363010000600145.0,52.3509952,4.90000048,121805.0,484899.0,55,woonfunctie,14599
307751,308837,verblijfsobject,216,,,363200000062483.0,363010000600146.0,52.35097765,4.90010342,121812.0,484897.0,52,woonfunctie,14599
307752,308838,verblijfsobject,218,,,363200000062484.0,363010000600147.0,52.3510221,4.89998551,121804.0,484902.0,38,woonfunctie,14599
307753,308839,verblijfsobject,220,,,363200000062485.0,363010000600148.0,52.35100455,4.90008845,121811.0,484900.0,48,woonfunctie,14599
307754,308840,verblijfsobject,222,,,363200000062486.0,363010000600149.0,52.35104906,4.89998522,121804.0,484905.0,60,woonfunctie,14599
307755,308841,verblijfsobject,224,,,363200000062487.0,363010000600150.0,52.35103139,4.9000588,121809.0,484903.0,48,woonfunctie,14599
307756,308842,verblijfsobject,226,,,363200000062488.0,363010000600151.0,52.35105829,4.90004382,121808.0,484906.0,50,woonfunctie,14599
307759,308845,verblijfsobject,1,A,,363200000235569.0,363010000775522.0,52.34992353,4.89948388,121769.0,484780.0,77,woonfunctie,14600
307760,308846,verblijfsobject,1,B,,363200000235570.0,363010000775523.0,52.34991454,4.89948398,121769.0,484779.0,77,woonfunctie,14600
307761,308847,verblijfsobject,1,C,,363200000235571.0,363010000775524.0,52.34990561,4.89949875,121770.0,484778.0,77,woonfunctie,14600
307762,308848,verblijfsobject,3,A,,363200000235575.0,363010000775528.0,52.34986074,4.89951392,121771.0,484773.0,67,woonfunctie,14600
307763,308849,verblijfsobject,3,B,,363200000235576.0,363010000775529.0,52.34986074,4.89951392,121771.0,484773.0,56,woonfunctie,14600
307764,308850,verblijfsobject,3,C,,363200000235577.0,363010000775530.0,52.34985175,4.89951402,121771.0,484772.0,56,woonfunctie,14600
307765,308851,verblijfsobject,3,D,,363200000235578.0,363010000775531.0,52.34984282,4.8995288,121772.0,484771.0,94,woonfunctie,14600
307766,308852,verblijfsobject,5,A,,363200000235583.0,363010000775536.0,52.34980693,4.89954387,121773.0,484767.0,44,woonfunctie,14600
307767,308853,verblijfsobject,5,B,,363200000235584.0,363010000775537.0,52.34979795,4.89954397,121773.0,484766.0,48,woonfunctie,14600
307768,308854,verblijfsobject,5,C,,363200000235585.0,363010000775538.0,52.34978896,4.89954407,121773.0,484765.0,68,woonfunctie,14600
307769,308855,verblijfsobject,7,A,,363200000235589.0,363010000775542.0,52.34975313,4.89957381,121775.0,484761.0,43,woonfunctie,14600
307770,308856,verblijfsobject,7,B,,363200000235590.0,363010000775543.0,52.34975313,4.89957381,121775.0,484761.0,49,woonfunctie,14600
307771,308857,verblijfsobject,7,C,,363200000235591.0,363010000775544.0,52.34974414,4.89957391,121775.0,484760.0,71,woonfunctie,14600
307772,308858,verblijfsobject,9,A,,363200000235595.0,363010000775548.0,52.34969927,4.89958908,121776.0,484755.0,44,woonfunctie,14600
307773,308859,verblijfsobject,9,B,,363200000235596.0,363010000775549.0,52.34969028,4.89958918,121776.0,484754.0,48,woonfunctie,14600
307774,308860,verblijfsobject,9,C,,363200000235597.0,363010000775550.0,52.34968129,4.89958928,121776.0,484753.0,68,woonfunctie,14600
307775,308861,verblijfsobject,11,A,,363200000235601.0,363010000775554.0,52.34962767,4.89966325,121781.0,484747.0,43,woonfunctie,14600
307776,308862,verblijfsobject,11,B,,363200000235602.0,363010000775555.0,52.34962761,4.89964858,121780.0,484747.0,49,woonfunctie,14600
307777,308863,verblijfsobject,11,C,,363200000235603.0,363010000775556.0,52.34960946,4.89960474,121777.0,484745.0,71,woonfunctie,14600
307778,308864,verblijfsobject,13,A,,363200000235607.0,363010000775560.0,52.34958261,4.89963439,121779.0,484742.0,44,woonfunctie,14600
307779,308865,verblijfsobject,13,B,,363200000235608.0,363010000775561.0,52.34957363,4.89963449,121779.0,484741.0,48,woonfunctie,14600
307780,308866,verblijfsobject,13,C,,363200000235609.0,363010000775562.0,52.34956464,4.89963459,121779.0,484740.0,68,woonfunctie,14600
307781,308867,verblijfsobject,15,A,,363200000235613.0,363010000775566.0,52.34950197,4.89969399,121783.0,484733.0,43,woonfunctie,14600
307782,308868,verblijfsobject,15,B,,363200000235614.0,363010000775567.0,52.3495109,4.89967921,121782.0,484734.0,49,woonfunctie,14600
307783,308869,verblijfsobject,15,C,,363200000235615.0,363010000775568.0,52.34950179,4.89964996,121780.0,484733.0,71,woonfunctie,14600
307784,308870,verblijfsobject,17,A,,363200000235619.0,363010000775572.0,52.3494659,4.89966503,121781.0,484729.0,44,woonfunctie,14600
307785,308871,verblijfsobject,17,B,,363200000235620.0,363010000775573.0,52.34944793,4.89966523,121781.0,484727.0,48,woonfunctie,14600
307786,308872,verblijfsobject,17,C,,363200000235621.0,363010000775574.0,52.34943894,4.89966532,121781.0,484726.0,71,woonfunctie,14600
307787,308873,verblijfsobject,19,A,,363200000235625.0,363010000775578.0,52.34938538,4.89975397,121787.0,484720.0,43,woonfunctie,14601
307788,308874,verblijfsobject,19,B,,363200000235626.0,363010000775579.0,52.34938538,4.89975397,121787.0,484720.0,49,woonfunctie,14601
307789,308875,verblijfsobject,19,C,,363200000235627.0,363010000775580.0,52.34938538,4.89975397,121787.0,484720.0,71,woonfunctie,14601
307790,308876,verblijfsobject,21,A,,363200000235631.0,363010000775584.0,52.34935817,4.89969557,121783.0,484717.0,44,woonfunctie,14601
307791,308877,verblijfsobject,21,B,,363200000235632.0,363010000775585.0,52.3493402,4.89969576,121783.0,484715.0,48,woonfunctie,14601
307792,308878,verblijfsobject,21,C,,363200000235633.0,363010000775586.0,52.34933121,4.89969586,121783.0,484714.0,68,woonfunctie,14601
307793,308879,verblijfsobject,23,A,,363200000235637.0,363010000775590.0,52.34925069,4.89978481,121789.0,484705.0,43,woonfunctie,14601
307794,308880,verblijfsobject,23,B,,363200000235638.0,363010000775591.0,52.34927741,4.89972581,121785.0,484708.0,49,woonfunctie,14601
307795,308881,verblijfsobject,23,C,,363200000235639.0,363010000775592.0,52.34925943,4.899726,121785.0,484706.0,71,woonfunctie,14601
307796,308882,verblijfsobject,25,A,,363200000235643.0,363010000775596.0,52.34924152,4.89974088,121786.0,484704.0,44,woonfunctie,14601
307797,308883,verblijfsobject,25,B,,363200000235644.0,363010000775597.0,52.3492236,4.89975575,121787.0,484702.0,48,woonfunctie,14601
307798,308884,verblijfsobject,25,C,,363200000235645.0,363010000775598.0,52.34921462,4.89975585,121787.0,484701.0,68,woonfunctie,14601
307799,308885,verblijfsobject,27,A,,363200000235649.0,363010000775602.0,52.34915201,4.89982992,121792.0,484694.0,43,woonfunctie,14601
307800,308886,verblijfsobject,27,B,,363200000235650.0,363010000775603.0,52.34915201,4.89982992,121792.0,484694.0,49,woonfunctie,14601
307801,308887,verblijfsobject,27,C,,363200000235651.0,363010000775604.0,52.34915201,4.89982992,121792.0,484694.0,71,woonfunctie,14601
307802,308888,verblijfsobject,29,,,363200000235655.0,363010000775608.0,52.34912486,4.89978619,121789.0,484691.0,90,woonfunctie,14601
307803,308889,verblijfsobject,31,,,363200000235657.0,363010000775610.0,52.34911612,4.89984499,121793.0,484690.0,69,woonfunctie,14601
307804,308890,verblijfsobject,33,,,363200000235659.0,363010000775612.0,52.34892757,4.89989109,121796.0,484669.0,1,onderwijsfunctie,14601
307805,308891,verblijfsobject,2,A,,363200000235572.0,363010000775525.0,52.34984071,4.89901513,121737.0,484771.0,77,woonfunctie,14602
307806,308892,verblijfsobject,2,B,,363200000235573.0,363010000775526.0,52.34984969,4.89901503,121737.0,484772.0,77,woonfunctie,14602
307807,308893,verblijfsobject,2,C,,363200000235574.0,363010000775527.0,52.34984969,4.89901503,121737.0,484772.0,77,woonfunctie,14602
307808,308894,verblijfsobject,4,A,,363200000235579.0,363010000775532.0,52.34974185,4.89901622,121737.0,484760.0,67,woonfunctie,14602
307809,308895,verblijfsobject,4,B,,363200000235580.0,363010000775533.0,52.34973292,4.89903099,121738.0,484759.0,56,woonfunctie,14602
307810,308896,verblijfsobject,4,C,,363200000235581.0,363010000775534.0,52.34972393,4.89903109,121738.0,484758.0,56,woonfunctie,14602
307811,308897,verblijfsobject,4,D,,363200000235582.0,363010000775535.0,52.34970602,4.89904596,121739.0,484756.0,94,woonfunctie,14602
307812,308898,verblijfsobject,6,A,,363200000235586.0,363010000775539.0,52.34969727,4.89910477,121743.0,484755.0,44,woonfunctie,14602
307813,308899,verblijfsobject,6,B,,363200000235587.0,363010000775540.0,52.34969727,4.89910477,121743.0,484755.0,48,woonfunctie,14602
307814,308900,verblijfsobject,6,C,,363200000235588.0,363010000775541.0,52.34970596,4.89903129,121738.0,484756.0,68,woonfunctie,14602
307815,308901,verblijfsobject,8,A,,363200000235592.0,363010000775545.0,52.34962519,4.89906153,121740.0,484747.0,43,woonfunctie,14602
307816,308902,verblijfsobject,8,B,,363200000235593.0,363010000775546.0,52.34961627,4.8990763,121741.0,484746.0,49,woonfunctie,14602
307817,308903,verblijfsobject,8,C,,363200000235594.0,363010000775547.0,52.3495893,4.8990766,121741.0,484743.0,71,woonfunctie,14602
307818,308904,verblijfsobject,10,A,,363200000235598.0,363010000775551.0,52.34961645,4.89912033,121744.0,484746.0,44,woonfunctie,14602
307819,308905,verblijfsobject,10,B,,363200000235599.0,363010000775552.0,52.34961645,4.89912033,121744.0,484746.0,48,woonfunctie,14602
307820,308906,verblijfsobject,10,C,,363200000235600.0,363010000775553.0,52.34961639,4.89910566,121743.0,484746.0,68,woonfunctie,14602
307821,308907,verblijfsobject,12,A,,363200000235604.0,363010000775557.0,52.34949955,4.89910694,121743.0,484733.0,43,woonfunctie,14602
307822,308908,verblijfsobject,12,B,,363200000235605.0,363010000775558.0,52.34949062,4.89912172,121744.0,484732.0,49,woonfunctie,14602
307823,308909,verblijfsobject,12,C,,363200000235606.0,363010000775559.0,52.34947271,4.89913659,121745.0,484730.0,71,woonfunctie,14602
307824,308910,verblijfsobject,14,A,,363200000235610.0,363010000775563.0,52.34949087,4.89918042,121748.0,484732.0,44,woonfunctie,14602
307825,308911,verblijfsobject,14,B,,363200000235611.0,363010000775564.0,52.34949985,4.89918032,121748.0,484733.0,48,woonfunctie,14602
307826,308912,verblijfsobject,14,C,,363200000235612.0,363010000775565.0,52.34949093,4.8991951,121749.0,484732.0,68,woonfunctie,14602
307827,308913,verblijfsobject,16,A,,363200000235616.0,363010000775569.0,52.34938296,4.89916693,121747.0,484720.0,43,woonfunctie,14602
307828,308914,verblijfsobject,16,B,,363200000235617.0,363010000775570.0,52.34936504,4.8991818,121748.0,484718.0,49,woonfunctie,14602
307829,308915,verblijfsobject,16,C,,363200000235618.0,363010000775571.0,52.34934707,4.899182,121748.0,484716.0,71,woonfunctie,14602
307830,308916,verblijfsobject,18,A,,363200000235622.0,363010000775575.0,52.34937421,4.89922573,121751.0,484719.0,44,woonfunctie,14602
307831,308917,verblijfsobject,18,B,,363200000235623.0,363010000775576.0,52.34937415,4.89921106,121750.0,484719.0,48,woonfunctie,14602
307832,308918,verblijfsobject,18,C,,363200000235624.0,363010000775577.0,52.34937415,4.89921106,121750.0,484719.0,68,woonfunctie,14602
307833,308919,verblijfsobject,20,A,,363200000235628.0,363010000775581.0,52.34926624,4.89919757,121749.0,484707.0,43,woonfunctie,14603
307834,308920,verblijfsobject,20,B,,363200000235629.0,363010000775582.0,52.34925732,4.89921234,121750.0,484706.0,49,woonfunctie,14603
307835,308921,verblijfsobject,20,C,,363200000235630.0,363010000775583.0,52.34923041,4.89922731,121751.0,484703.0,71,woonfunctie,14603
307836,308922,verblijfsobject,22,A,,363200000235634.0,363010000775587.0,52.34925762,4.89928572,121755.0,484706.0,44,woonfunctie,14603
307837,308923,verblijfsobject,22,B,,363200000235635.0,363010000775588.0,52.34925756,4.89927105,121754.0,484706.0,48,woonfunctie,14603
307838,308924,verblijfsobject,22,C,,363200000235636.0,363010000775589.0,52.34925756,4.89927105,121754.0,484706.0,68,woonfunctie,14603
307839,308925,verblijfsobject,24,A,,363200000235640.0,363010000775593.0,52.34915864,4.89925746,121753.0,484695.0,43,woonfunctie,14603
307840,308926,verblijfsobject,24,B,,363200000235641.0,363010000775594.0,52.34914072,4.89927233,121754.0,484693.0,49,woonfunctie,14603
307841,308927,verblijfsobject,24,C,,363200000235642.0,363010000775595.0,52.34912275,4.89927253,121754.0,484691.0,71,woonfunctie,14603
307842,308928,verblijfsobject,26,A,,363200000235646.0,363010000775599.0,52.34909579,4.89927282,121754.0,484688.0,44,woonfunctie,14603
307843,308929,verblijfsobject,26,B,,363200000235647.0,363010000775600.0,52.34913192,4.89931646,121757.0,484692.0,48,woonfunctie,14603
