,perceelid,perceeltype,huisnr,huisnr_bag_letter,huisnr_bag_toevoeging,bag_nummeraanduidingid,bag_adresseerbaarobjectid,lat,lon,rdx,rdy,oppervlakte,gebruiksdoel,reeksid
309045,310131,verblijfsobject,52,,2,363200000200337.0,363010000739412.0,52.34943386,4.9028062,121995.0,484724.0,85,woonfunctie,14660
309046,310132,verblijfsobject,52,,4,363200000200338.0,363010000739413.0,52.34943386,4.9028062,121995.0,484724.0,46,woonfunctie,14660
309047,310133,verblijfsobject,52,,H,363200000200335.0,363010000739410.0,52.34943386,4.9028062,121995.0,484724.0,62,woonfunctie,14660
309048,310134,verblijfsobject,54,,1,363200000200344.0,363010000739419.0,52.34936208,4.90283634,121997.0,484716.0,53,woonfunctie,14660
309049,310135,verblijfsobject,54,,2,363200000200345.0,363010000739420.0,52.34936208,4.90283634,121997.0,484716.0,79,woonfunctie,14660
309050,310136,verblijfsobject,54,,4,363200000200346.0,363010000739421.0,52.34936208,4.90283634,121997.0,484716.0,53,woonfunctie,14660
309051,310137,verblijfsobject,54,,H,363200000200343.0,363010000739418.0,52.34936208,4.90283634,121997.0,484716.0,53,woonfunctie,14660
309052,310138,verblijfsobject,56,,1,363200000200352.0,363010000739427.0,52.34928131,4.90286657,121999.0,484707.0,62,woonfunctie,14660
309053,310139,verblijfsobject,56,,2,363200000200353.0,363010000739428.0,52.34928131,4.90286657,121999.0,484707.0,85,woonfunctie,14660
309054,310140,verblijfsobject,56,,4,363200000200354.0,363010000739429.0,52.34928131,4.90286657,121999.0,484707.0,46,woonfunctie,14660
309055,310141,verblijfsobject,56,,H,363200000200351.0,363010000739426.0,52.34928131,4.90286657,121999.0,484707.0,62,woonfunctie,14660
309770,310856,verblijfsobject,20,,1,363200000125540.0,363010000663431.0,52.35102182,4.89773989,121651.0,484903.0,62,woonfunctie,14685
309771,310857,verblijfsobject,20,,2,363200000125541.0,363010000663432.0,52.35102182,4.89773989,121651.0,484903.0,68,woonfunctie,14685
309772,310858,verblijfsobject,20,,3,363200000125542.0,363010000663433.0,52.35102182,4.89773989,121651.0,484903.0,68,woonfunctie,14685
309773,310859,verblijfsobject,22,,,363200000125547.0,363010000556387.0,52.3508439,4.89818217,121681.0,484883.0,95,winkelfunctie,14686
309774,310860,verblijfsobject,24,,,363200000125552.0,363010000663442.0,52.35087122,4.89826993,121687.0,484886.0,48,"woonfunctie,winkelfunctie",14686
309775,310861,verblijfsobject,26,,1,363200000125557.0,363010000663447.0,52.35088045,4.89832854,121691.0,484887.0,63,woonfunctie,14686
309776,310862,verblijfsobject,26,,2,363200000125558.0,363010000663448.0,52.35088045,4.89832854,121691.0,484887.0,63,woonfunctie,14686
309777,310863,verblijfsobject,26,,3,363200000125559.0,363010000663449.0,52.35088045,4.89832854,121691.0,484887.0,64,woonfunctie,14686
309778,310864,verblijfsobject,28,,1,363200000125564.0,363010000663454.0,52.35088962,4.89837247,121694.0,484888.0,63,woonfunctie,14686
309779,310865,verblijfsobject,28,,2,363200000125565.0,363010000663455.0,52.35088962,4.89837247,121694.0,484888.0,63,woonfunctie,14686
309780,310866,verblijfsobject,28,,3,363200000125566.0,363010000663456.0,52.35088962,4.89837247,121694.0,484888.0,64,woonfunctie,14686
309781,310867,verblijfsobject,30,,,363200003683735.0,363010003684901.0,52.3508898,4.8984165,121697.0,484888.0,73,woonfunctie,14686
309782,310868,verblijfsobject,32,,,363200003683736.0,363010003684902.0,52.35090802,4.89847501,121701.0,484890.0,73,woonfunctie,14686
309783,310869,verblijfsobject,34,,1,363200000125576.0,363010000663466.0,52.35090826,4.89853372,121705.0,484890.0,63,woonfunctie,14686
309784,310870,verblijfsobject,34,,2,363200000125577.0,363010000663467.0,52.35090826,4.89853372,121705.0,484890.0,63,woonfunctie,14686
309785,310871,verblijfsobject,34,,3,363200000125578.0,363010000663468.0,52.35090826,4.89853372,121705.0,484890.0,64,woonfunctie,14686
309786,310872,verblijfsobject,36,,1,363200000125583.0,363010000663473.0,52.35091755,4.898607,121710.0,484891.0,63,woonfunctie,14686
309787,310873,verblijfsobject,36,,2,363200000125584.0,363010000663474.0,52.35091755,4.898607,121710.0,484891.0,62,woonfunctie,14686
309788,310874,verblijfsobject,36,,3,363200000125585.0,363010000663475.0,52.35091755,4.898607,121710.0,484891.0,64,woonfunctie,14686
309789,310875,verblijfsobject,38,,,363200000125590.0,363010000663480.0,52.35091773,4.89865103,121713.0,484891.0,48,woonfunctie,14686
309790,310876,verblijfsobject,40,,,363200000125594.0,363010000663484.0,52.3509269,4.89869496,121716.0,484892.0,48,woonfunctie,14686
309791,310877,verblijfsobject,42,,1,363200000125595.0,363010000663485.0,52.35094512,4.89875347,121720.0,484894.0,63,woonfunctie,14686
309792,310878,verblijfsobject,42,,2,363200000125596.0,363010000663486.0,52.35094512,4.89875347,121720.0,484894.0,63,woonfunctie,14686
309793,310879,verblijfsobject,42,,3,363200000125597.0,363010000663487.0,52.35094512,4.89875347,121720.0,484894.0,64,woonfunctie,14686
309794,310880,verblijfsobject,44,,1,363200000125598.0,363010000663488.0,52.35094536,4.89881217,121724.0,484894.0,63,woonfunctie,14686
309795,310881,verblijfsobject,44,,2,363200000125599.0,363010000663489.0,52.35094536,4.89881217,121724.0,484894.0,63,woonfunctie,14686
309796,310882,verblijfsobject,44,,3,363200000125600.0,363010000663490.0,52.35094536,4.89881217,121724.0,484894.0,64,woonfunctie,14686
309797,310883,verblijfsobject,46,,,363200000125602.0,363010000988200.0,52.35095453,4.89885611,121727.0,484895.0,154,winkelfunctie,14686
309798,310884,verblijfsobject,48,,,363200000125603.0,363010000960852.0,52.3509368,4.89891501,121731.0,484893.0,1,woonfunctie,14686
309799,310885,verblijfsobject,50,,1,363200000125604.0,363010000663493.0,52.35097299,4.89897332,121735.0,484897.0,63,woonfunctie,14686
309800,310886,verblijfsobject,50,,2,363200000125605.0,363010000663494.0,52.35097299,4.89897332,121735.0,484897.0,63,woonfunctie,14686
309801,310887,verblijfsobject,50,,3,363200000125606.0,363010000663495.0,52.35097299,4.89897332,121735.0,484897.0,64,woonfunctie,14686
309802,310888,verblijfsobject,52,,1,363200000125607.0,363010000663496.0,52.35097323,4.89903203,121739.0,484897.0,63,woonfunctie,14686
309803,310889,verblijfsobject,52,,2,363200000125608.0,363010000663497.0,52.35097323,4.89903203,121739.0,484897.0,63,woonfunctie,14686
309804,310890,verblijfsobject,52,,3,363200000125609.0,363010000663498.0,52.35097323,4.89903203,121739.0,484897.0,64,woonfunctie,14686
309805,310891,verblijfsobject,54,,,363200000125610.0,363010000663499.0,52.35099139,4.89907586,121742.0,484899.0,48,woonfunctie,14686
312265,313351,verblijfsobject,199,,1,363200000307583.0,363010000849278.0,52.35102846,4.90372815,122059.0,484901.0,62,woonfunctie,14759
312266,313352,verblijfsobject,199,,2,363200000307584.0,363010000849279.0,52.35102846,4.90372815,122059.0,484901.0,65,woonfunctie,14759
312267,313353,verblijfsobject,199,,3,363200000307585.0,363010000849280.0,52.35102846,4.90372815,122059.0,484901.0,62,woonfunctie,14759
312268,313354,verblijfsobject,199,,4,363200000307586.0,363010000849281.0,52.35102846,4.90372815,122059.0,484901.0,61,woonfunctie,14759
312269,313355,verblijfsobject,201,,1,363200000307592.0,363010000849282.0,52.35096561,4.90374351,122060.0,484894.0,62,woonfunctie,14759
312270,313356,verblijfsobject,201,,2,363200000307593.0,363010000849283.0,52.35096561,4.90374351,122060.0,484894.0,62,woonfunctie,14759
312271,313357,verblijfsobject,201,,3,363200000307594.0,363010000849284.0,52.35096561,4.90374351,122060.0,484894.0,62,woonfunctie,14759
312272,313358,verblijfsobject,201,,4,363200000307595.0,363010000849285.0,52.35096561,4.90374351,122060.0,484894.0,54,woonfunctie,14759
312273,313359,verblijfsobject,201,,H,363200000488779.0,363010001006469.0,52.35096561,4.90374351,122060.0,484894.0,50,kantoorfunctie,14759
312274,313360,verblijfsobject,203,,1,363200000307601.0,363010000849287.0,52.3509118,4.90377345,122062.0,484888.0,62,woonfunctie,14759
312275,313361,verblijfsobject,203,,2,363200000307602.0,363010000849288.0,52.3509118,4.90377345,122062.0,484888.0,62,woonfunctie,14759
312276,313362,verblijfsobject,203,,3,363200000307603.0,363010000849289.0,52.3509118,4.90377345,122062.0,484888.0,62,woonfunctie,14759
312277,313363,verblijfsobject,203,,H,363200000307600.0,363010000849286.0,52.3509118,4.90377345,122062.0,484888.0,1,winkelfunctie,14759
312278,313364,verblijfsobject,205,,1,363200000307609.0,363010000849291.0,52.35084002,4.90380358,122064.0,484880.0,62,woonfunctie,14759
312279,313365,verblijfsobject,205,,2,363200000307610.0,363010000849308.0,52.35084002,4.90380358,122064.0,484880.0,62,woonfunctie,14759
312280,313366,verblijfsobject,205,,3,363200000307611.0,363010000849309.0,52.35084002,4.90380358,122064.0,484880.0,61,woonfunctie,14759
312281,313367,verblijfsobject,205,,H,363200000307608.0,363010000849290.0,52.35084002,4.90380358,122064.0,484880.0,52,winkelfunctie,14759
312282,313368,verblijfsobject,207,,1,363200000307617.0,363010000849311.0,52.35077717,4.90381895,122065.0,484873.0,62,woonfunctie,14760
312283,313369,verblijfsobject,207,,2,363200000307618.0,363010000849312.0,52.35077717,4.90381895,122065.0,484873.0,62,woonfunctie,14760
312284,313370,verblijfsobject,207,,3,363200000307619.0,363010000849313.0,52.35077717,4.90381895,122065.0,484873.0,62,woonfunctie,14760
312285,313371,verblijfsobject,207,,H,363200000307616.0,363010000849310.0,52.35077717,4.90381895,122065.0,484873.0,1,winkelfunctie,14760
312286,313372,verblijfsobject,209,,,363200000423236.0,363010000938540.0,52.35066944,4.90384947,122067.0,484861.0,83,kantoorfunctie,14760
312287,313373,verblijfsobject,217,,,363200000307642.0,363010000849339.0,52.35035543,4.90398499,122076.0,484826.0,590,winkelfunctie,14760
312288,313374,verblijfsobject,219,,1,363200000307648.0,363010000849344.0,52.3502477,4.90401551,122078.0,484814.0,64,woonfunctie,14760
312289,313375,verblijfsobject,219,,2,363200000307649.0,363010000849345.0,52.3502477,4.90401551,122078.0,484814.0,62,woonfunctie,14760
312290,313376,verblijfsobject,219,,3,363200000307650.0,363010000849346.0,52.3502477,4.90401551,122078.0,484814.0,64,woonfunctie,14760
312291,313377,verblijfsobject,221,,1,363200000307656.0,363010000849351.0,52.35018485,4.90403087,122079.0,484807.0,74,woonfunctie,14760
312292,313378,verblijfsobject,221,,2,363200000307657.0,363010000849352.0,52.35018485,4.90403087,122079.0,484807.0,74,woonfunctie,14760
312293,313379,verblijfsobject,221,,3,363200000307658.0,363010000849353.0,52.35018485,4.90403087,122079.0,484807.0,74,woonfunctie,14760
312294,313380,verblijfsobject,223,,1,363200000307664.0,363010000849358.0,52.35012205,4.90406091,122081.0,484800.0,74,woonfunctie,14760
312295,313381,verblijfsobject,223,,2,363200000307665.0,363010000849359.0,52.35012205,4.90406091,122081.0,484800.0,74,woonfunctie,14760
312296,313382,verblijfsobject,223,,3,363200000307666.0,363010000849360.0,52.35012205,4.90406091,122081.0,484800.0,74,woonfunctie,14760
312297,313383,verblijfsobject,223,,H,363200000488780.0,363010001006468.0,52.35012205,4.90406091,122081.0,484800.0,1,kantoorfunctie,14760
312298,313384,verblijfsobject,225,,1,363200000307672.0,363010000849366.0,52.3500592,4.90407627,122082.0,484793.0,62,woonfunctie,14760
312299,313385,verblijfsobject,225,,2,363200000307673.0,363010000849367.0,52.3500592,4.90407627,122082.0,484793.0,62,woonfunctie,14760
312300,313386,verblijfsobject,225,,3,363200000307674.0,363010000849368.0,52.3500592,4.90407627,122082.0,484793.0,62,woonfunctie,14760
312301,313387,verblijfsobject,225,,H,363200000307671.0,363010000849365.0,52.3500592,4.90407627,122082.0,484793.0,68,winkelfunctie,14760
312302,313388,verblijfsobject,227,,1,363200000307680.0,363010000849374.0,52.34999641,4.90410631,122084.0,484786.0,64,woonfunctie,14761
312303,313389,verblijfsobject,227,,2,363200000307681.0,363010000849375.0,52.34999641,4.90410631,122084.0,484786.0,64,woonfunctie,14761
312304,313390,verblijfsobject,227,,3,363200000307682.0,363010000849376.0,52.34999641,4.90410631,122084.0,484786.0,64,woonfunctie,14761
312305,313391,verblijfsobject,227,,H,363200000307679.0,363010000849373.0,52.34999641,4.90410631,122084.0,484786.0,66,winkelfunctie,14761
312306,313392,verblijfsobject,229,,1,363200000307688.0,363010000849381.0,52.34993356,4.90412167,122085.0,484779.0,74,woonfunctie,14761
312307,313393,verblijfsobject,229,,2,363200000307689.0,363010000849382.0,52.34993356,4.90412167,122085.0,484779.0,74,woonfunctie,14761
312308,313394,verblijfsobject,229,,3,363200000307690.0,363010000849383.0,52.34993356,4.90412167,122085.0,484779.0,60,woonfunctie,14761
312309,313395,verblijfsobject,231,,1,363200000307696.0,363010000849389.0,52.34986178,4.90415181,122087.0,484771.0,74,woonfunctie,14761
312310,313396,verblijfsobject,231,,2,363200000307697.0,363010000849390.0,52.34986178,4.90415181,122087.0,484771.0,74,woonfunctie,14761
312311,313397,verblijfsobject,231,,3,363200000307698.0,363010000849391.0,52.34986178,4.90415181,122087.0,484771.0,74,woonfunctie,14761
312312,313398,verblijfsobject,231,,H,363200000307695.0,363010000849388.0,52.34986178,4.90415181,122087.0,484771.0,185,overige gebruiksfunctie,14761
312313,313399,verblijfsobject,233,,1,363200001956206.0,363010001956379.0,52.34979911,4.9042112,122091.0,484764.0,62,woonfunctie,14761
312314,313400,verblijfsobject,233,,2,363200000307704.0,363010000849397.0,52.34979911,4.9042112,122091.0,484764.0,62,woonfunctie,14761
312315,313401,verblijfsobject,233,,3,363200000307705.0,363010000849398.0,52.34979911,4.9042112,122091.0,484764.0,62,woonfunctie,14761
312316,313402,verblijfsobject,233,,H,363200001956205.0,363010001956377.0,52.34979905,4.90419652,122090.0,484764.0,50,winkelfunctie,14761
312317,313403,verblijfsobject,235,,1,363200000307711.0,363010000849404.0,52.34972715,4.9041973,122090.0,484756.0,64,woonfunctie,14761
312318,313404,verblijfsobject,235,,2,363200000307712.0,363010000849405.0,52.34972715,4.9041973,122090.0,484756.0,64,woonfunctie,14761
312319,313405,verblijfsobject,235,,3,363200000307713.0,363010000849406.0,52.34972715,4.9041973,122090.0,484756.0,64,woonfunctie,14761
312320,313406,verblijfsobject,235,,H,363200000307710.0,363010000849403.0,52.34972715,4.9041973,122090.0,484756.0,63,winkelfunctie,14761
312321,313407,verblijfsobject,237,,1,363200000307719.0,363010000849412.0,52.34966442,4.90424201,122093.0,484749.0,74,woonfunctie,14762
312322,313408,verblijfsobject,237,,2,363200000307720.0,363010000849413.0,52.34966442,4.90424201,122093.0,484749.0,74,woonfunctie,14762
312323,313409,verblijfsobject,237,,3,363200000307721.0,363010000849414.0,52.34966442,4.90424201,122093.0,484749.0,74,woonfunctie,14762
312324,313410,verblijfsobject,237,,H,363200000307718.0,363010000849411.0,52.34966442,4.90424201,122093.0,484749.0,86,winkelfunctie,14762
312325,313411,verblijfsobject,239,,1,363200000307726.0,363010000849418.0,52.34961954,4.90425718,122094.0,484744.0,74,woonfunctie,14762
312326,313412,verblijfsobject,239,,2,363200000307727.0,363010000849419.0,52.34961954,4.90425718,122094.0,484744.0,74,woonfunctie,14762
312327,313413,verblijfsobject,239,,3,363200000307728.0,363010000849420.0,52.34961954,4.90425718,122094.0,484744.0,74,woonfunctie,14762
312328,313414,verblijfsobject,241,,1,363200000307734.0,363010000849426.0,52.3495477,4.90427264,122095.0,484736.0,62,woonfunctie,14762
312329,313415,verblijfsobject,241,,2,363200000307735.0,363010000849427.0,52.3495477,4.90427264,122095.0,484736.0,62,woonfunctie,14762
312330,313416,verblijfsobject,241,,3,363200000307736.0,363010000849428.0,52.3495477,4.90427264,122095.0,484736.0,62,woonfunctie,14762
312331,313417,verblijfsobject,241,,H,363200000307733.0,363010000849425.0,52.3495477,4.90427264,122095.0,484736.0,90,bijeenkomstfunctie,14762
312332,313418,verblijfsobject,243,,1,363200000307742.0,363010000849434.0,52.34948491,4.90430267,122097.0,484729.0,67,woonfunctie,14762
312333,313419,verblijfsobject,243,,2,363200000307743.0,363010000849435.0,52.34948491,4.90430267,122097.0,484729.0,69,woonfunctie,14762
312334,313420,verblijfsobject,243,,3,363200000307744.0,363010000849436.0,52.34948491,4.90430267,122097.0,484729.0,68,woonfunctie,14762
312335,313421,verblijfsobject,243,,H,363200000307741.0,363010000849433.0,52.34948491,4.90430267,122097.0,484729.0,79,winkelfunctie,14762
312336,313422,verblijfsobject,245,,1,363200000307750.0,363010000849442.0,52.34941313,4.90433281,122099.0,484721.0,80,woonfunctie,14762
312337,313423,verblijfsobject,245,,H,363200000307749.0,363010000849441.0,52.34941313,4.90433281,122099.0,484721.0,73,winkelfunctie,14762
312338,313424,verblijfsobject,12,,1,363200000064449.0,363010000602132.0,52.35040953,4.90402843,122079.0,484832.0,64,woonfunctie,14763
312339,313425,verblijfsobject,12,,2,363200000064450.0,363010000602133.0,52.35040953,4.90402843,122079.0,484832.0,65,woonfunctie,14763
312340,313426,verblijfsobject,12,,3,363200000064451.0,363010000602134.0,52.35040953,4.90402843,122079.0,484832.0,63,woonfunctie,14763
312341,313427,verblijfsobject,12,A,1,363200000064452.0,363010000602135.0,52.35040929,4.90396972,122075.0,484832.0,52,woonfunctie,14763
312342,313428,verblijfsobject,12,A,2,363200000064453.0,363010000602136.0,52.35040929,4.90396972,122075.0,484832.0,56,woonfunctie,14763
312343,313429,verblijfsobject,12,A,3,363200000064454.0,363010000602137.0,52.35040929,4.90396972,122075.0,484832.0,64,woonfunctie,14763
312344,313430,verblijfsobject,14,,1,363200000064459.0,363010000602138.0,52.35041876,4.90408704,122083.0,484833.0,59,woonfunctie,14763
312345,313431,verblijfsobject,14,,2,363200000064460.0,363010000602139.0,52.35041876,4.90408704,122083.0,484833.0,61,woonfunctie,14763
312346,313432,verblijfsobject,14,,3,363200000064461.0,363010000602140.0,52.35041876,4.90408704,122083.0,484833.0,61,woonfunctie,14763
312347,313433,verblijfsobject,16,,1,363200000064467.0,363010000602156.0,52.35042822,4.90420435,122091.0,484834.0,59,woonfunctie,14763
312348,313434,verblijfsobject,16,,2,363200000064468.0,363010000602157.0,52.35042822,4.90420435,122091.0,484834.0,59,woonfunctie,14763
312349,313435,verblijfsobject,16,,3,363200000064469.0,363010000602158.0,52.35042822,4.90420435,122091.0,484834.0,59,woonfunctie,14763
312350,313436,verblijfsobject,16,,H,363200000064466.0,363010000602155.0,52.35042822,4.90420435,122091.0,484834.0,47,woonfunctie,14763
312351,313437,verblijfsobject,18,,1,363200000064475.0,363010000602160.0,52.35043751,4.90427763,122096.0,484835.0,47,woonfunctie,14763
312352,313438,verblijfsobject,18,,2,363200000064476.0,363010000602161.0,52.35043751,4.90427763,122096.0,484835.0,47,woonfunctie,14763
312353,313439,verblijfsobject,18,,3,363200000064477.0,363010000602162.0,52.35043751,4.90427763,122096.0,484835.0,47,woonfunctie,14763
312354,313440,verblijfsobject,18,,H,363200000064474.0,363010000602159.0,52.35043751,4.90427763,122096.0,484835.0,43,woonfunctie,14763
312355,313441,verblijfsobject,20,,1,363200000064483.0,363010000602164.0,52.35046489,4.90438008,122103.0,484838.0,57,woonfunctie,14763
312356,313442,verblijfsobject,20,,2,363200000064484.0,363010000602165.0,52.35046489,4.90438008,122103.0,484838.0,57,woonfunctie,14763
312357,313443,verblijfsobject,20,,3,363200000064485.0,363010000602166.0,52.35046489,4.90438008,122103.0,484838.0,57,woonfunctie,14763
312358,313444,verblijfsobject,20,,H,363200000064482.0,363010000602163.0,52.35046489,4.90438008,122103.0,484838.0,59,woonfunctie,14763
312359,313445,verblijfsobject,22,,1,363200000064487.0,363010000602168.0,52.35048334,4.90449729,122111.0,484840.0,59,woonfunctie,14763
312360,313446,verblijfsobject,22,,2,363200000064488.0,363010000602169.0,52.35048334,4.90449729,122111.0,484840.0,61,woonfunctie,14763
312361,313447,verblijfsobject,22,,3,363200000064489.0,363010000602170.0,52.35048334,4.90449729,122111.0,484840.0,59,woonfunctie,14763
312362,313448,verblijfsobject,22,,H,363200000064486.0,363010000602167.0,52.35048334,4.90449729,122111.0,484840.0,61,woonfunctie,14763
312471,313557,verblijfsobject,39,,,363200000423205.0,363010000938512.0,52.35068796,4.90398137,122076.0,484863.0,73,woonfunctie,14777
312472,313558,verblijfsobject,41,,,363200000423206.0,363010000938513.0,52.35067897,4.90398146,122076.0,484862.0,73,woonfunctie,14777
312473,313559,verblijfsobject,43,,,363200000423207.0,363010000938514.0,52.35066998,4.90398156,122076.0,484861.0,73,woonfunctie,14777
312474,313560,verblijfsobject,45,,,363200000423208.0,363010000938515.0,52.35066998,4.90398156,122076.0,484861.0,73,woonfunctie,14777
312475,313561,verblijfsobject,47,,,363200000423209.0,363010000938516.0,52.35066106,4.90399634,122077.0,484860.0,73,woonfunctie,14777
312476,313562,verblijfsobject,49,,,363200000423210.0,363010000938517.0,52.35065207,4.90399643,122077.0,484859.0,73,woonfunctie,14777
