,BuurtCode,Neighborhood,TotalResidents,Age 0-15,% age 0-15,Age 65+,%Age 65+,AverageSizeofHoushold,Population Density,Building year before 2000,Building year after 2000,woning,horeca,winkel,bedrijf_en_kantoor,kerk_en_gebedsruimte,cultuur_en_musea,medisch,bejaardenhuis_tehuis_en_bijzondere_woonfunctie,kinderdagverblijf_en_basisschool,middelbaar_en_speciaal_onderwijs,beroeps_en_wetenschappelijk_onderwijs,garage_en_parkeerplaats,nr_of_rent,nr_of_possession,avg_construction_year,time_of_change,nr_of_tussengebouw,nr_of_hoekgebouw,nr_of_vrijstaandgebouw,nr_of_half_vrijstaandgebouw,nr_of_kopgebouw,nr_of_situation_anders,avg_nr_of_accomodations_in_building,avg_nr_of_res_accomodations_in_building,floorsize_accomodation,nr_of_monuments,incident,nr_of_inspections_within_timeline,nr_of_inspections_with_observation,nr_of_inspections_without_observation,industrie,sport,x,y,lon,lat,gem_gas_woning,gem_gas_woning_cor,gem_elektriciteit_woning,gem_gas_bedrijf,gem_elektriciteit_bedrijf,potent_pand_asbest,gebouwen_gebruik_gas,meer_reg_woning,meer_reg_industrie,hoge_gas_verbruik,hoge_asbest_buurt,hoge_dichtheid_buurt,industrie_buurt,industriegebied,env_effect,Supermarkt,Verzorghuizen,Museum
30,BU03630406,Valkenburg,1190.0,100.0,8.403361344537815,280.0,23.52941176470588,     1.5,   17544,100,0,269.0,2.0,6.0,18.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,4.0,206.0,90.0,1852.0,31/12/9999,65.0,239.0,2.0,0.0,0.0,0.0,84.0,41.0,102.0,4.0,4.0,35.0,10.0,25.0,10.0,0.0,122340.85597077243,486892.8711555323,4.90766882045929,52.36894477812109,509.0,590.0,1877.0,235.0,2780.0,280.0,541.0,734.0,8.0,0.0,1.0,0.0,1.0,1.0,3.0,3.0,1.0,6.0
31,BU03630407,Zuiderkerkbuurt,1495.0,85.0,5.68561872909699,335.0,22.40802675585284,     1.4,   22036,100,0,304.0,5.0,31.0,36.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,246.0,47.0,1570.0,31/12/9999,313.0,53.0,0.0,0.0,1.0,19.0,25.0,13.0,143.0,80.0,3.0,25.0,16.0,9.0,38.0,0.0,121745.9724913112,486963.0818364929,4.898927485884676,52.369540087496055,958.0,1112.0,1900.0,949.0,5756.0,70.0,1250.0,1013.0,24.0,0.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,6.0
32,BU03630408,Waterloopleinbuurt,860.0,65.0,7.55813953488372,175.0,20.348837209302324,     1.5,    7694,96,4,210.0,12.0,18.0,15.0,4.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,192.0,36.0,1736.0,31/12/9999,155.0,106.0,1.0,0.0,0.0,1.0,32.0,16.0,66.0,13.0,5.0,26.0,13.0,13.0,12.0,2.0,122011.18307594936,486739.2987566808,4.902843432855134,52.36754487151898,851.0,988.0,1895.0,1697.0,8961.0,100.0,674.0,526.0,10.0,0.0,1.0,0.0,1.0,1.0,3.0,3.0,1.0,6.0
33,BU03630500,Westerdokseiland,1840.0,240.0,13.043478260869565,395.0,21.467391304347828,     1.9,   11429,0,100,862.0,11.0,8.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,415.0,293.0,2000.0,31/12/9999,1.0,876.0,42.0,0.0,0.0,0.0,267.0,136.0,117.0,1.0,8.0,9.0,3.0,6.0,11.0,0.0,121317.87220718464,488691.1386533,4.892468569816207,52.38504453444445,786.0,911.0,2503.0,560.0,36766.0,6.0,1077.0,981.0,9.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,2.0,1.0
34,BU03630501,Haarlemmerbuurt Oost,1475.0,100.0,6.779661016949152,255.0,17.28813559322034,     1.5,   15856,99,1,240.0,12.0,29.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,233.0,58.0,1390.0,31/12/9999,225.0,38.0,36.0,0.0,14.0,7.0,15.0,8.0,118.0,50.0,3.0,52.0,18.0,34.0,23.0,3.0,121259.23659083853,488167.2359076087,4.891659950473603,52.38033247236024,960.0,1115.0,1915.0,1414.0,11923.0,53.0,1288.0,1053.0,17.0,0.0,1.0,1.0,1.0,1.0,4.0,5.0,2.0,1.0
35,BU03630502,Haarlemmerbuurt West,2425.0,215.0,8.8659793814433,440.0,18.144329896907216,     1.6,   22199,94,6,320.0,7.0,82.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,327.0,87.0,1484.0,31/12/9999,357.0,78.0,11.0,0.0,0.0,11.0,11.0,6.0,79.0,17.0,6.0,17.0,12.0,5.0,47.0,0.0,120899.55152893456,488452.912213629,4.8863485010600325,52.3828776966252,847.0,982.0,1893.0,1060.0,7149.0,62.0,1833.0,1558.0,37.0,0.0,1.0,1.0,1.0,1.0,4.0,5.0,2.0,1.0
36,BU03630503,Westelijke eilanden,2900.0,305.0,10.517241379310343,555.0,19.13793103448276,     1.6,   19010,86,14,503.0,1.0,1.0,53.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,309.0,169.0,1707.0,31/12/9999,266.0,290.0,7.0,0.0,0.0,2.0,22.0,11.0,78.0,35.0,11.0,22.0,10.0,12.0,131.0,0.0,120999.1780878412,488797.58600595535,4.887776858590571,52.38598155049628,837.0,971.0,1912.0,610.0,3782.0,128.0,1922.0,1697.0,121.0,0.0,1.0,1.0,1.0,1.0,4.0,5.0,2.0,1.0
37,BU03630505,Planciusbuurt Noord,350.0,30.0,8.571428571428571,35.0,10.0,     1.4,   19406,100,0,61.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,63.0,3.0,1064.0,31/12/9999,49.0,18.0,0.0,0.0,0.0,0.0,8.0,4.0,56.0,5.0,0.0,10.0,5.0,5.0,13.0,0.0,120780.63888372092,488920.92279069766,4.884554368992248,52.38707643992248,700.0,814.0,1378.0,40.0,242.0,2.0,244.0,241.0,12.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,2.0,1.0
38,BU03630506,Planciusbuurt Zuid,170.0,15.0,8.823529411764707,30.0,17.647058823529413,     1.3,   13333,100,0,33.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,983.0,31/12/9999,30.0,7.0,0.0,0.0,0.0,0.0,6.0,3.0,85.0,21.0,1.0,0.0,0.0,0.0,2.0,0.0,120656.84413970588,488648.31271323527,4.882763882205882,52.38461869242647,672.0,782.0,1746.0,746.0,10318.0,0.0,136.0,123.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,2.0,1.0
39,BU03630600,Driehoekbuurt,2720.0,205.0,7.536764705882352,425.0,15.625,     1.5,   27642,98,2,455.0,8.0,19.0,29.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,346.0,155.0,1453.0,31/12/9999,429.0,92.0,0.0,0.0,0.0,8.0,9.0,4.0,66.0,106.0,4.0,29.0,11.0,18.0,66.0,1.0,120714.75920613208,488270.8295886793,4.883653048311321,52.38122976383019,818.0,949.0,1678.0,484.0,3113.0,86.0,2120.0,1901.0,46.0,0.0,1.0,1.0,1.0,1.0,4.0,,,
40,BU03630602,Bloemgrachtbuurt,2965.0,270.0,9.106239460370997,490.0,16.526138279932546,     1.6,   26089,95,5,485.0,27.0,50.0,37.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,402.0,132.0,1429.0,31/12/9999,526.0,95.0,0.0,0.0,0.0,10.0,9.0,4.0,137.0,47.0,11.0,14.0,4.0,10.0,56.0,0.0,120477.3547833698,487524.6586529541,4.880243080035011,52.37450884238074,963.0,1118.0,1979.0,426.0,3704.0,110.0,2285.0,1978.0,29.0,0.0,1.0,1.0,1.0,1.0,4.0,,,
41,BU03630603,Marnixbuurt Noord,1485.0,130.0,8.754208754208754,260.0,17.50841750841751,     1.5,   26832,100,0,225.0,3.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,49.0,1227.0,31/12/9999,218.0,22.0,0.0,0.0,0.0,1.0,8.0,4.0,63.0,45.0,7.0,0.0,0.0,0.0,11.0,0.0,120502.96325482625,488235.2647084942,4.880546176766409,52.38089687024131,716.0,830.0,1799.0,0.0,338.0,4.0,1036.0,962.0,6.0,0.0,0.0,0.0,1.0,1.0,2.0,,,
42,BU03630604,Zaagpoortbuurt,930.0,55.0,5.913978494623656,80.0,8.60215053763441,     1.3,   26584,100,0,180.0,1.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,41.0,1108.0,31/12/9999,151.0,44.0,0.0,0.0,0.0,0.0,9.0,4.0,39.0,37.0,6.0,5.0,3.0,2.0,1.0,1.0,120296.18747319037,487705.5788847185,4.877564056072385,52.37612341595174,570.0,661.0,1458.0,0.0,12.0,5.0,746.0,729.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
43,BU03630605,Marnixbuurt Midden,200.0,15.0,7.5,15.0,7.5,     1.6,   13150,100,0,49.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,25.0,1078.0,31/12/9999,36.0,19.0,0.0,0.0,0.0,0.0,9.0,5.0,72.0,18.0,0.0,0.0,0.0,0.0,8.0,0.0,120178.80325174824,487345.6518601399,4.875877571608392,52.37288122391609,911.0,1054.0,2213.0,794.0,2739.0,0.0,143.0,119.0,8.0,0.0,0.0,0.0,1.0,1.0,2.0,,,
44,BU03630606,Elandsgrachtbuurt,4285.0,330.0,7.701283547257877,765.0,17.852975495915985,     1.5,   22706,96,4,862.0,22.0,73.0,84.0,0.0,4.0,0.0,8.0,3.0,1.0,0.0,1.0,749.0,239.0,1432.0,31/12/9999,846.0,190.0,2.0,0.0,0.0,45.0,13.0,6.0,83.0,134.0,14.0,52.0,19.0,33.0,155.0,4.0,120457.58221851118,487132.2515041041,4.879993038315878,52.37098093324936,878.0,1020.0,1860.0,822.0,5607.0,223.0,3521.0,2948.0,122.0,0.0,1.0,1.0,1.0,1.0,4.0,,,
45,BU03630607,Passeerdersgrachtbuurt,870.0,55.0,6.321839080459771,175.0,20.114942528735632,     1.4,   19062,97,3,164.0,1.0,3.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,126.0,76.0,1642.0,31/12/9999,130.0,57.0,0.0,0.0,0.0,30.0,19.0,10.0,142.0,21.0,2.0,6.0,4.0,2.0,36.0,0.0,120536.41304423592,486716.3530589813,4.881193157935657,52.3672480963807,863.0,1001.0,1855.0,758.0,4386.0,0.0,742.0,647.0,33.0,0.0,0.0,0.0,1.0,1.0,2.0,,,
46,BU03630608,Groenmarktkadebuurt,250.0,5.0,2.0,15.0,6.0,     1.5,    7076,100,0,70.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,53.0,11.0,1449.0,31/12/9999,52.0,21.0,8.0,0.0,0.0,2.0,10.0,4.0,168.0,43.0,1.0,8.0,7.0,1.0,4.0,0.0,120165.05040416666,487169.089525,4.875693919541666,52.371293538416666,823.0,951.0,1847.0,4752.0,32286.0,4.0,240.0,214.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,,,
47,BU03630609,Marnixbuurt Zuid,670.0,35.0,5.223880597014925,195.0,29.1044776119403,     1.3,   16282,70,30,149.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,12.0,1695.0,31/12/9999,130.0,7.0,23.0,0.0,0.0,0.0,124.0,63.0,62.0,97.0,1.0,35.0,24.0,11.0,1.0,1.0,120388.37296637168,486654.6089203541,4.879025991522124,52.366683876761066,794.0,923.0,1744.0,72.0,2492.0,0.0,565.0,518.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
48,BU03630610,Anjeliersbuurt Noord,2080.0,175.0,8.413461538461538,370.0,17.78846153846154,     1.6,   21972,97,3,435.0,27.0,47.0,27.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,384.0,147.0,1387.0,31/12/9999,470.0,81.0,1.0,0.0,0.0,11.0,14.0,7.0,73.0,89.0,2.0,23.0,7.0,16.0,48.0,1.0,120709.43186679414,488049.58288400254,4.883597409184194,52.37924101806246,950.0,1104.0,1985.0,763.0,5029.0,77.0,1569.0,1345.0,33.0,0.0,1.0,1.0,1.0,1.0,4.0,,,
49,BU03630611,Anjeliersbuurt Zuid,2935.0,225.0,7.666098807495741,555.0,18.909710391822827,     1.5,   26545,98,2,585.0,22.0,47.0,39.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,4.0,549.0,140.0,1599.0,31/12/9999,608.0,113.0,0.0,0.0,1.0,5.0,10.0,5.0,118.0,70.0,3.0,38.0,28.0,10.0,62.0,1.0,120611.48532536102,487815.9405514441,4.882182891719314,52.37713508505415,847.0,985.0,1771.0,388.0,3370.0,204.0,2196.0,1956.0,38.0,0.0,1.0,1.0,1.0,1.0,4.0,,,
50,BU03630700,Leidsebuurt Noordwest,265.0,15.0,5.660377358490567,20.0,7.547169811320755,     1.4,   10678,100,0,54.0,12.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,36.0,33.0,1478.0,31/12/9999,65.0,9.0,0.0,0.0,0.0,1.0,15.0,9.0,348.0,4.0,2.0,34.0,14.0,20.0,4.0,1.0,120623.56536996335,486471.7496703297,4.882497730769231,52.3650552378022,884.0,1026.0,1971.0,5708.0,46356.0,29.0,273.0,205.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,
51,BU03630701,Leidsebuurt Zuidwest,125.0,5.0,4.0,15.0,12.0,     1.4,    4677,95,5,48.0,11.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,9.0,1167.0,31/12/9999,65.0,7.0,0.0,0.0,0.0,0.0,8.0,4.0,1054.0,30.0,2.0,78.0,34.0,44.0,0.0,0.0,120486.08902797202,486420.1522447552,4.8804847080419576,52.3645828958042,1030.0,1199.0,2135.0,5987.0,18925.0,0.0,135.0,109.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,
52,BU03630702,Leidsebuurt Noordoost,1030.0,50.0,4.854368932038835,65.0,6.310679611650485,     1.5,   19181,98,2,217.0,62.0,27.0,28.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,236.0,79.0,1413.0,31/12/9999,287.0,56.0,0.0,0.0,0.0,1.0,10.0,4.0,92.0,54.0,6.0,47.0,18.0,29.0,12.0,1.0,120815.507777668,486280.0041916996,4.88533516423913,52.36334394027668,906.0,1052.0,1940.0,3528.0,22802.0,87.0,1012.0,736.0,4.0,0.0,1.0,0.0,1.0,1.0,3.0,,,
53,BU03630703,Leidsebuurt Zuidoost,285.0,35.0,12.280701754385964,45.0,15.789473684210526,     1.5,    6628,100,0,67.0,8.0,5.0,34.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,15.0,1593.0,31/12/9999,46.0,63.0,3.0,0.0,5.0,2.0,19.0,9.0,382.0,25.0,0.0,32.0,22.0,10.0,0.0,0.0,120744.61703184714,486159.7485509554,4.8843066867197455,52.36225874515924,869.0,1009.0,2146.0,2705.0,23360.0,3.0,311.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
54,BU03630704,Weteringbuurt,2400.0,265.0,11.041666666666666,290.0,12.083333333333334,     1.6,   20214,92,8,405.0,8.0,21.0,54.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,13.0,314.0,156.0,1373.0,31/12/9999,436.0,72.0,0.0,0.0,0.0,10.0,11.0,5.0,105.0,89.0,6.0,37.0,17.0,20.0,67.0,2.0,121253.8375132218,486022.95978305454,4.891795919303832,52.361060886875336,995.0,1155.0,2046.0,579.0,2757.0,83.0,1842.0,1552.0,52.0,1.0,1.0,1.0,1.0,1.0,5.0,,,
55,BU03630705,Den Texbuurt,1065.0,115.0,10.7981220657277,195.0,18.30985915492958,     1.8,   11213,98,2,136.0,8.0,12.0,29.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,129.0,50.0,1373.0,31/12/9999,165.0,21.0,5.0,0.0,0.0,0.0,10.0,5.0,191.0,57.0,0.0,37.0,17.0,20.0,3.0,0.0,121311.48772182598,485840.1236804565,4.892660525663338,52.35942121389444,1173.0,1362.0,2548.0,1645.0,12622.0,2.0,691.0,560.0,2.0,1.0,0.0,0.0,1.0,1.0,3.0,,,
56,BU03630706,Utrechtsebuurt Zuid,1210.0,90.0,7.43801652892562,215.0,17.768595041322314,     1.6,   21351,97,3,238.0,18.0,21.0,59.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,215.0,97.0,1360.0,31/12/9999,323.0,25.0,0.0,0.0,0.0,0.0,15.0,7.0,94.0,60.0,4.0,27.0,19.0,8.0,39.0,1.0,121781.96770223576,486078.3246107724,4.899543397754065,52.36159066947154,995.0,1157.0,2164.0,670.0,6242.0,48.0,984.0,811.0,30.0,1.0,1.0,0.0,1.0,1.0,4.0,,,
57,BU03630707,Frederikspleinbuurt,930.0,85.0,9.13978494623656,150.0,16.129032258064516,     1.6,    6857,92,8,151.0,7.0,0.0,39.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,92.0,77.0,1468.0,31/12/9999,127.0,72.0,0.0,0.0,0.0,7.0,10.0,5.0,570.0,66.0,2.0,73.0,34.0,39.0,8.0,0.0,121766.66320283688,485852.9796184397,4.89934100422695,52.35956448224114,970.0,1127.0,2229.0,2335.0,13032.0,19.0,695.0,555.0,6.0,0.0,1.0,0.0,1.0,1.0,3.0,,,
58,BU03630800,Weesperbuurt,3130.0,195.0,6.230031948881789,610.0,19.4888178913738,     1.5,   14769,98,2,567.0,8.0,17.0,41.0,0.0,2.0,6.0,0.0,2.0,0.0,0.0,4.0,430.0,182.0,1501.0,31/12/9999,408.0,186.0,3.0,0.0,0.0,56.0,36.0,18.0,166.0,204.0,9.0,62.0,35.0,27.0,25.0,0.0,122268.96053339649,486349.2023349123,4.906666132652771,52.36405436279015,882.0,1025.0,1949.0,1075.0,6922.0,142.0,2082.0,1832.0,13.0,0.0,1.0,1.0,1.0,1.0,4.0,,,
59,BU03630801,Sarphatistrook,2155.0,195.0,9.048723897911833,220.0,10.208816705336426,     1.6,   11816,88,12,288.0,10.0,7.0,47.0,0.0,7.0,2.0,0.0,0.0,0.0,3.0,1.0,243.0,94.0,1507.0,31/12/9999,287.0,58.0,24.0,0.0,0.0,4.0,16.0,8.0,362.0,94.0,5.0,57.0,25.0,32.0,29.0,5.0,122479.1142518195,486089.93475109176,4.909776484024745,52.36173669895924,914.0,1060.0,1986.0,123.0,16506.0,15.0,1331.0,1185.0,25.0,0.0,1.0,1.0,1.0,1.0,4.0,,,
60,BU03630803,de Plantage,1855.0,195.0,10.512129380053908,335.0,18.059299191374663,     1.6,    5437,95,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,1.0,122698.90454971502,486568.5495066498,4.912956972685244,52.36605115410386,983.0,1142.0,2138.0,3238.0,22582.0,12.0,1567.0,1415.0,7.0,0.0,1.0,1.0,1.0,1.0,4.0,,,
61,BU03630804,Alexanderplein e.o.,395.0,60.0,15.18987341772152,40.0,10.126582278481012,     1.7,    9909,100,0,65.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,46.0,21.0,1312.0,31/12/9999,51.0,17.0,2.0,0.0,0.0,8.0,7.0,3.0,201.0,12.0,0.0,9.0,4.0,5.0,3.0,0.0,123217.1242892562,486320.69765289256,4.920588770330578,52.363853878140496,914.0,1060.0,2082.0,273.0,14357.0,0.0,242.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
62,BU03630900,Marine-Etablissement,80.0,10.0,12.5,15.0,18.75,     1.8,     479,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1965.0,31/12/9999,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,5722.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,122777.68227272728,487492.7458181818,4.914024932727273,52.37436183545455,75.0,88.0,124.0,0.0,54360.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,9.0
63,BU03630901,Kattenburg,1685.0,160.0,9.495548961424332,375.0,22.25519287833828,     1.6,   18896,100,0,258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,49.0,1905.0,31/12/9999,181.0,8.0,31.0,0.0,0.0,41.0,108.0,52.0,73.0,4.0,1.0,17.0,7.0,10.0,0.0,1.0,123156.88160762608,487290.8042865929,4.919612514428044,52.37256904131612,1029.0,1196.0,2027.0,0.0,600.0,726.0,813.0,778.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,6.0,4.0,9.0
64,BU03630902,Wittenburg,2630.0,230.0,8.745247148288973,380.0,14.44866920152091,     1.6,   21186,94,6,379.0,0.0,3.0,8.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,296.0,93.0,1864.0,31/12/9999,85.0,229.0,33.0,0.0,0.0,50.0,44.0,23.0,83.0,5.0,8.0,15.0,11.0,4.0,28.0,2.0,123313.15919799138,487177.4779777618,4.921917936420373,52.37155958083931,756.0,876.0,1793.0,323.0,1634.0,39.0,1392.0,1312.0,22.0,0.0,1.0,1.0,1.0,1.0,4.0,6.0,4.0,9.0
65,BU03630903,Oostenburg,1775.0,190.0,10.704225352112676,245.0,13.802816901408452,     1.7,    8800,91,9,506.0,5.0,3.0,39.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,274.0,91.0,1752.0,31/12/9999,193.0,99.0,118.0,13.0,0.0,92.0,44.0,21.0,166.0,62.0,8.0,18.0,10.0,8.0,31.0,7.0,123612.349954,487101.0925045,4.92631825315,52.370890250955,370.0,430.0,991.0,166.0,1544.0,6.0,1035.0,1774.0,29.0,0.0,0.0,1.0,1.0,1.0,3.0,6.0,4.0,9.0
66,BU03630904,Czaar Peterbuurt,2360.0,245.0,10.38135593220339,245.0,10.38135593220339,     1.6,   22713,79,21,578.0,11.0,38.0,31.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,406.0,93.0,1556.0,31/12/9999,427.0,115.0,110.0,0.0,0.0,9.0,26.0,13.0,78.0,197.0,10.0,48.0,28.0,20.0,95.0,2.0,123808.97536560432,486969.0691232712,4.929217562820204,52.36971492985568,630.0,731.0,1570.0,281.0,2333.0,13.0,1610.0,1372.0,87.0,0.0,1.0,1.0,1.0,1.0,4.0,6.0,4.0,9.0
67,BU03630905,Het Funen,1295.0,265.0,20.463320463320464,130.0,10.038610038610038,     2.1,   17568,1,99,355.0,0.0,3.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,210.0,172.0,1983.0,31/12/9999,8.0,399.0,0.0,0.0,0.0,0.0,234.0,118.0,98.0,0.0,1.0,7.0,2.0,5.0,12.0,0.0,123941.97013722398,486818.76285962143,4.9311841642902206,52.36837162059937,740.0,862.0,2554.0,2576.0,14647.0,3.0,634.0,555.0,12.0,0.0,0.0,0.0,1.0,1.0,2.0,6.0,4.0,9.0
68,BU03630907,Kazernebuurt,935.0,60.0,6.417112299465241,220.0,23.52941176470588,     1.5,   17178,100,0,201.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,57.0,1884.0,31/12/9999,27.0,93.0,38.0,0.0,0.0,56.0,88.0,42.0,87.0,0.0,1.0,14.0,8.0,6.0,1.0,0.0,123420.77308571427,486499.3812587302,4.923561744523809,52.36547151065079,837.0,975.0,1936.0,136.0,5593.0,46.0,627.0,575.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,4.0,9.0
69,BU03630908,Kadijken,2935.0,255.0,8.68824531516184,625.0,21.29471890971039,     1.6,   17278,92,8,720.0,8.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,526.0,263.0,1604.0,31/12/9999,285.0,464.0,16.0,0.0,0.0,43.0,77.0,36.0,87.0,25.0,8.0,15.0,6.0,9.0,45.0,2.0,122956.81220662867,486854.3476193682,4.916716236235112,52.36863481027447,743.0,862.0,1939.0,932.0,4573.0,73.0,1917.0,1672.0,40.0,0.0,1.0,1.0,1.0,1.0,4.0,6.0,4.0,9.0
70,BU03631000,Coenhaven/Mercuriushaven,95.0,5.0,5.263157894736842,5.0,5.263157894736842,     1.1,      66,,,1.0,2.0,0.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,46.0,21.0,2011.0,31/12/9999,83.0,71.0,52.0,4.0,2.0,20.0,13.0,6.0,1038.0,0.0,2.0,0.0,0.0,0.0,297.0,4.0,119968.49140847455,490094.207259322,4.872502638152542,52.39756964081356,0.0,0.0,349.0,5013.0,164037.0,77.0,354.0,0.0,295.0,0.0,1.0,0.0,1.0,1.0,3.0,,,
71,BU03631001,Alfa-driehoek,0.0,0.0,,0.0,,       .,       .,,,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,20.0,3.0,1962.0,31/12/9999,4.0,17.0,12.0,1.0,0.0,3.0,5.0,2.0,1872.0,0.0,0.0,0.0,0.0,0.0,42.0,1.0,118326.12516932908,489969.9605271566,4.848386800383387,52.396345818594256,0.0,0.0,0.0,2205.0,771224.0,5.0,31.0,0.0,41.0,0.0,0.0,0.0,1.0,1.0,2.0,,,
72,BU03631002,Petroleumhaven,0.0,0.0,,5.0,inf,     1.0,       .,,,1.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,3.0,1963.0,31/12/9999,3.0,11.0,12.0,0.0,0.0,0.0,6.0,2.0,833.0,0.0,2.0,0.0,0.0,0.0,62.0,0.0,117936.5694387755,491723.6433469388,4.842469054183674,52.41207959153061,0.0,0.0,0.0,467.0,246386.0,20.0,21.0,0.0,57.0,0.0,1.0,0.0,1.0,1.0,3.0,,,
73,BU03631003,Westhaven Noord,30.0,5.0,16.666666666666664,10.0,33.33333333333333,     1.7,       9,,,2.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,10.0,1966.0,31/12/9999,19.0,5.0,20.0,0.0,0.0,7.0,4.0,2.0,2085.0,0.0,1.0,0.0,0.0,0.0,150.0,0.0,116728.40165876778,491438.9187867298,4.824746214644549,52.40943823815166,73.0,85.0,149.0,1937.0,204102.0,16.0,144.0,0.0,145.0,0.0,1.0,0.0,1.0,1.0,3.0,,,
74,BU03631004,Vervoerscentrum,0.0,0.0,,0.0,,     1.0,       .,,,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,1959.0,31/12/9999,1.0,16.0,6.0,0.0,0.0,0.0,6.0,3.0,3078.0,0.0,4.0,0.0,0.0,0.0,42.0,0.0,117884.99556701032,490376.7543917526,4.841860951237113,52.39997210247422,0.0,0.0,0.0,14622.0,454164.0,6.0,93.0,0.0,39.0,1.0,0.0,0.0,1.0,1.0,3.0,,,
75,BU03631005,Amerikahaven,0.0,0.0,,0.0,,     1.0,       .,,,0.0,1.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,28.0,1972.0,31/12/9999,42.0,14.0,16.0,1.0,0.0,15.0,4.0,1.0,3623.0,0.0,5.0,0.0,0.0,0.0,132.0,0.0,114452.59534634146,491361.9779804878,4.791310431463415,52.40858251229268,0.0,0.0,0.0,2529.0,116919.0,3.0,111.0,0.0,125.0,0.0,0.0,0.0,1.0,1.0,2.0,,,
