,BuurtCode,Neighborhood,TotalResidents,Age 0-15,% age 0-15,Age 65+,%Age 65+,AverageSizeofHoushold,Population Density,Building year before 2000,Building year after 2000,woning,horeca,winkel,bedrijf_en_kantoor,kerk_en_gebedsruimte,cultuur_en_musea,medisch,bejaardenhuis_tehuis_en_bijzondere_woonfunctie,kinderdagverblijf_en_basisschool,middelbaar_en_speciaal_onderwijs,beroeps_en_wetenschappelijk_onderwijs,garage_en_parkeerplaats,nr_of_rent,nr_of_possession,avg_construction_year,time_of_change,nr_of_tussengebouw,nr_of_hoekgebouw,nr_of_vrijstaandgebouw,nr_of_half_vrijstaandgebouw,nr_of_kopgebouw,nr_of_situation_anders,avg_nr_of_accomodations_in_building,avg_nr_of_res_accomodations_in_building,floorsize_accomodation,nr_of_monuments,incident,nr_of_inspections_within_timeline,nr_of_inspections_with_observation,nr_of_inspections_without_observation,industrie,sport,x,y,lon,lat,gem_gas_woning,gem_gas_woning_cor,gem_elektriciteit_woning,gem_gas_bedrijf,gem_elektriciteit_bedrijf,potent_pand_asbest,gebouwen_gebruik_gas,meer_reg_woning,meer_reg_industrie,hoge_gas_verbruik,hoge_asbest_buurt,hoge_dichtheid_buurt,industrie_buurt,industriegebied,env_effect,Supermarkt,Verzorghuizen,Museum
230,BU03634802,Marathonbuurt West,2390.0,220.0,9.205020920502092,400.0,16.736401673640167,     1.6,   20245,100,0,380.0,2.0,11.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,350.0,54.0,1891.0,31/12/9999,311.0,93.0,1.0,0.0,0.0,2.0,9.0,4.0,63.0,151.0,7.0,9.0,3.0,6.0,5.0,0.0,119149.90309172546,484450.134690186,4.861078080429762,52.34679218595895,786.0,912.0,1561.0,18.0,161.0,1.0,1557.0,1516.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,,
231,BU03634803,Olympisch Stadion e.o.,2340.0,455.0,19.444444444444446,355.0,15.17094017094017,     2.0,   11188,11,89,586.0,5.0,9.0,42.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,485.0,47.0,1980.0,31/12/9999,37.0,544.0,35.0,1.0,0.0,32.0,146.0,70.0,128.0,32.0,10.0,11.0,1.0,10.0,17.0,1.0,118741.05229083968,484331.7228503817,4.855090903312977,52.3457011619542,120.0,140.0,2249.0,277.0,14952.0,9.0,258.0,1198.0,15.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,,
232,BU03634804,IJsbaanpad e.o.,375.0,80.0,21.333333333333336,50.0,13.333333333333334,     2.3,    1662,,,3.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,1956.0,31/12/9999,11.0,1.0,8.0,0.0,0.0,1.0,6.0,2.0,3680.0,5.0,0.0,11.0,7.0,4.0,0.0,4.0,118761.80762162164,483696.8127027027,4.855463827027027,52.33999640391892,49.0,57.0,114.0,17315.0,56509.0,17.0,34.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,,
233,BU03634805,Van Tuyllbuurt,4175.0,545.0,13.053892215568863,510.0,12.215568862275449,     1.8,   20927,100,0,635.0,18.0,13.0,13.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,516.0,148.0,1898.0,31/12/9999,536.0,142.0,2.0,1.0,0.0,8.0,9.0,4.0,84.0,30.0,9.0,12.0,5.0,7.0,5.0,1.0,119251.72784046052,484198.5669494244,4.862599113893914,52.3445378891653,983.0,1141.0,2048.0,97.0,2109.0,0.0,2426.0,2317.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,,
234,BU03634900,Diepenbrockbuurt,805.0,170.0,21.11801242236025,130.0,16.149068322981368,     2.5,    4203,99,1,70.0,1.0,7.0,4.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,38.0,38.0,1902.0,31/12/9999,62.0,22.0,10.0,0.0,0.0,2.0,8.0,4.0,388.0,6.0,2.0,30.0,8.0,22.0,1.0,1.0,120455.09694067798,484360.3889774012,4.880241238728813,52.34606917867232,1880.0,2182.0,3890.0,7.0,4233.0,16.0,337.0,204.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,
235,BU03634901,Beethovenbuurt,1215.0,220.0,18.106995884773664,230.0,18.93004115226337,     2.2,    8328,100,0,111.0,1.0,19.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,79.0,52.0,1909.0,31/12/9999,93.0,42.0,4.0,0.0,0.0,0.0,12.0,7.0,324.0,26.0,4.0,13.0,7.0,6.0,3.0,2.0,120387.8732234375,484660.132090625,4.879223911453125,52.34875886903124,1619.0,1879.0,3418.0,393.0,6092.0,2.0,640.0,342.0,2.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,
236,BU03634902,Hiltonbuurt,80.0,20.0,25.0,10.0,12.5,     2.7,     868,100,0,12.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,6.0,19.0,1920.0,31/12/9999,0.0,2.0,24.0,0.0,0.0,0.0,4.0,1.0,1541.0,1.0,0.0,50.0,12.0,38.0,0.0,1.0,119938.41336,484930.90876,4.872599504,52.3511638808,1031.0,1199.0,2092.0,3701.0,23526.0,5.0,30.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,
237,BU03634903,Minervabuurt Noord,1365.0,295.0,21.611721611721613,250.0,18.315018315018317,     2.3,    9498,100,0,148.0,4.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,74.0,90.0,1898.0,31/12/9999,118.0,52.0,2.0,0.0,0.0,0.0,8.0,4.0,177.0,28.0,4.0,14.0,5.0,9.0,1.0,0.0,119934.3430484115,484759.8891770045,4.872557590559758,52.3496266171407,1635.0,1899.0,3359.0,124.0,2627.0,8.0,643.0,396.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,
238,BU03634904,Minervabuurt Midden,2390.0,460.0,19.246861924686197,445.0,18.619246861924683,     2.2,   15893,100,0,369.0,2.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,170.0,1903.0,31/12/9999,275.0,116.0,0.0,0.0,0.0,0.0,10.0,5.0,134.0,149.0,5.0,20.0,5.0,15.0,2.0,1.0,119938.4249753611,484549.7408147834,4.872639383542905,52.34773823372132,1614.0,1874.0,3200.0,50.0,1414.0,57.0,1177.0,973.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,
239,BU03634905,Minervabuurt Zuid,2630.0,480.0,18.250950570342205,495.0,18.8212927756654,     2.0,   17056,100,0,350.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,152.0,1906.0,31/12/9999,225.0,119.0,1.0,0.0,0.0,13.0,16.0,8.0,107.0,112.0,4.0,4.0,0.0,4.0,2.0,0.0,119869.1728607498,484320.3289380261,4.8716470289288445,52.34567201672533,1501.0,1743.0,3025.0,0.0,290.0,224.0,1299.0,1118.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,2.0,1.0,
240,BU03635000,Strandeiland,0.0,0.0,,0.0,,       .,       .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,BU03635001,Middeneiland Zuidoost,0.0,0.0,,0.0,,       .,       .,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1986.0,12/10/2018,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,960.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
242,BU03635003,Middeneiland Zuidwest,0.0,0.0,,0.0,,       .,       .,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1986.0,26/10/2018,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129795.968,485246.576,5.01725339,52.35454154,0.0,0.0,0.0,0.0,56390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
243,BU03635005,Buiteneiland,0.0,0.0,,0.0,,       .,       .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,BU03635006,Centrumeiland,70.0,30.0,42.85714285714285,0.0,0.0,     3.1,     259,,,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1978.0,31/12/9999,0.0,0.0,0.0,3.0,1.0,5.0,18.0,7.0,141.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,129503.08832894736,484845.2461315789,5.012984921052632,52.3509210925,0.0,0.0,0.0,0.0,22253.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
245,BU03635100,Rieteiland Oost,340.0,120.0,35.294117647058826,5.0,1.4705882352941175,     3.5,    3301,0,100,20.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,8.0,1984.0,31/12/9999,2.0,0.0,13.0,2.0,0.0,2.0,4.0,2.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,128747.04578723403,484335.18936170207,5.001928456489362,52.34630137989362,0.0,0.0,5190.0,0.0,3309.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
246,BU03635101,Haveneiland Oost,6030.0,1820.0,30.18242122719735,205.0,3.399668325041459,     2.7,   13565,0,100,1024.0,0.0,3.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,521.0,326.0,1983.0,31/12/9999,92.0,936.0,29.0,2.0,0.0,8.0,60.0,30.0,107.0,0.0,11.0,0.0,0.0,0.0,1.0,1.0,129163.28262521815,484653.7667024433,5.008012345362129,52.34918427170157,0.0,0.0,2916.0,0.0,8364.0,0.0,0.0,2198.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,
247,BU03635102,Haveneiland Noord,1780.0,370.0,20.786516853932586,135.0,7.584269662921349,     2.1,   15565,0,100,449.0,11.0,6.0,59.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,297.0,73.0,1988.0,31/12/9999,14.0,446.0,73.0,0.0,0.0,0.0,105.0,54.0,101.0,0.0,6.0,0.0,0.0,0.0,3.0,2.0,128918.18122734629,485034.1167791262,5.0043857591666665,52.35259109682039,0.0,0.0,2217.0,0.0,17491.0,0.0,0.0,1086.0,3.0,0.0,0.0,1.0,1.0,1.0,3.0,,,
248,BU03635200,Wielingenbuurt,2945.0,430.0,14.60101867572156,425.0,14.431239388794568,     1.9,   21087,100,0,434.0,3.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.0,140.0,1902.0,31/12/9999,356.0,93.0,0.0,0.0,0.0,0.0,13.0,7.0,92.0,13.0,5.0,0.0,0.0,0.0,0.0,1.0,121035.56639368006,484370.3919960501,4.888758575345622,52.34619529610928,1142.0,1326.0,2423.0,151.0,2256.0,7.0,1519.0,1466.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,
249,BU03635201,Scheldebuurt West,4285.0,605.0,14.11901983663944,650.0,15.16919486581097,     1.8,   17038,100,0,496.0,15.0,27.0,15.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,402.0,130.0,1898.0,31/12/9999,459.0,97.0,2.0,0.0,0.0,0.0,7.0,4.0,121.0,21.0,6.0,35.0,6.0,29.0,2.0,0.0,121379.75611402412,484148.5088035789,4.893831682850603,52.34422231565127,1057.0,1227.0,2246.0,376.0,3245.0,0.0,2403.0,2281.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,
250,BU03635202,Scheldebuurt Midden,3095.0,455.0,14.70113085621971,475.0,15.347334410339256,     1.9,   19324,100,0,469.0,1.0,31.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,329.0,162.0,1904.0,31/12/9999,455.0,48.0,1.0,0.0,0.0,4.0,7.0,4.0,126.0,30.0,6.0,10.0,2.0,8.0,11.0,1.0,121664.74945227963,484210.65200851066,4.898007645805471,52.34479817803648,1100.0,1277.0,2329.0,86.0,2389.0,1.0,1645.0,1576.0,10.0,1.0,0.0,1.0,1.0,1.0,4.0,3.0,1.0,
251,BU03635203,Scheldebuurt Oost,2325.0,310.0,13.333333333333334,285.0,12.258064516129032,     1.8,   16562,100,0,313.0,2.0,18.0,11.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,227.0,112.0,1902.0,31/12/9999,302.0,40.0,1.0,0.0,0.0,6.0,8.0,4.0,115.0,56.0,5.0,19.0,5.0,14.0,6.0,3.0,122025.54918799367,484185.5159273302,4.903304680481832,52.34459403604265,1032.0,1198.0,2212.0,49.0,774.0,3.0,1266.0,1186.0,2.0,1.0,0.0,1.0,1.0,1.0,4.0,3.0,1.0,
252,BU03635206,Veluwebuurt,1495.0,175.0,11.705685618729095,395.0,26.421404682274247,     1.6,   11439,81,19,434.0,6.0,0.0,5.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,26.0,311.0,45.0,1965.0,31/12/9999,52.0,144.0,102.0,72.0,77.0,1.0,98.0,50.0,156.0,0.0,2.0,15.0,4.0,11.0,2.0,0.0,121711.3093940556,483639.6499165868,4.898747369894535,52.339669192607865,774.0,899.0,2388.0,6.0,393.0,465.0,1000.0,929.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,
253,BU03635207,Kop Zuidas,680.0,90.0,13.23529411764706,60.0,8.823529411764707,     1.9,    4113,0,100,292.0,6.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,162.0,27.0,1984.0,31/12/9999,2.0,107.0,21.0,72.0,77.0,1.0,59.0,29.0,200.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,121416.39653823954,483458.6642539683,4.8944382095526695,52.3380246879365,611.0,710.0,2028.0,1.0,15451.0,1.0,681.0,647.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,
254,BU03635300,IJselbuurt West,2350.0,235.0,10.0,370.0,15.74468085106383,     1.6,   19014,100,0,499.0,9.0,40.0,23.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,475.0,68.0,1900.0,31/12/9999,463.0,108.0,0.0,0.0,0.0,2.0,10.0,5.0,72.0,85.0,2.0,27.0,7.0,20.0,13.0,1.0,121858.07060384616,484520.5927519231,4.900814041141025,52.347595399051286,848.0,984.0,1829.0,122.0,1315.0,0.0,1560.0,1479.0,8.0,0.0,0.0,1.0,1.0,1.0,3.0,5.0,,
255,BU03635301,IJselbuurt Oost,2870.0,310.0,10.801393728222996,360.0,12.54355400696864,     1.7,   21661,89,11,537.0,10.0,14.0,5.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,423.0,132.0,1953.0,31/12/9999,387.0,144.0,0.0,0.0,0.0,40.0,15.0,8.0,83.0,77.0,3.0,6.0,1.0,5.0,0.0,5.0,122312.0723977486,484565.4965309568,4.90747237343965,52.34802617236397,906.0,1052.0,1983.0,58.0,2091.0,0.0,1596.0,1529.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,,
256,BU03635400,Kromme Mijdrechtbuurt,2485.0,235.0,9.456740442655937,365.0,14.688128772635814,     1.6,   14902,98,2,353.0,6.0,12.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,311.0,62.0,1907.0,31/12/9999,288.0,104.0,2.0,0.0,0.0,0.0,11.0,5.0,136.0,27.0,8.0,8.0,1.0,7.0,18.0,1.0,122380.663531781,484242.4068017621,4.908510310805538,52.34512652481435,848.0,985.0,1770.0,192.0,3734.0,6.0,1589.0,1492.0,16.0,0.0,0.0,1.0,1.0,1.0,3.0,,,
257,BU03635401,Rijnbuurt Oost,2685.0,280.0,10.42830540037244,335.0,12.476722532588454,     1.6,   14034,99,1,368.0,1.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,263.0,110.0,1970.0,31/12/9999,352.0,29.0,4.0,0.0,0.0,0.0,7.0,3.0,72.0,19.0,3.0,15.0,4.0,11.0,3.0,1.0,122450.40295668787,483945.63475796185,4.909562412898089,52.34246346626115,880.0,1021.0,1886.0,76.0,449.0,62.0,1569.0,1530.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,,,
258,BU03635402,Rijnbuurt Midden,2190.0,230.0,10.50228310502283,280.0,12.78538812785388,     1.7,    8485,100,0,357.0,1.0,7.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,297.0,66.0,1931.0,31/12/9999,334.0,30.0,6.0,0.0,0.0,0.0,6.0,3.0,70.0,1.0,3.0,6.0,0.0,6.0,1.0,2.0,122088.13096037296,483847.63124941726,4.904256083216784,52.34156109989122,912.0,1058.0,1918.0,141.0,966.0,11.0,1282.0,1253.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,,,
259,BU03635403,Rijnbuurt West,1670.0,190.0,11.377245508982035,355.0,21.25748502994012,     1.6,   21087,96,4,277.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,20.0,1932.0,31/12/9999,227.0,42.0,5.0,0.0,0.0,9.0,11.0,5.0,59.0,0.0,5.0,5.0,1.0,4.0,2.0,0.0,121787.02496869244,483889.3292034991,4.899833699401474,52.34191774472376,793.0,920.0,1539.0,9.0,32.0,42.0,1086.0,1073.0,2.0,0.0,1.0,1.0,1.0,1.0,4.0,,,
260,BU03635404,Zorgvlied,45.0,10.0,22.22222222222222,10.0,22.22222222222222,     1.8,     171,,,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4600.0,31/12/9999,0.0,0.0,3.0,0.0,0.0,0.0,3.0,2.0,129.0,1.0,1.0,6.0,0.0,6.0,0.0,0.0,121950.6518888889,483077.5588888889,4.902314393888889,52.33463192333333,3013.0,3496.0,4742.0,19491.0,31360.0,3.0,18.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,
261,BU03635501,De Eenhoorn,2765.0,225.0,8.1374321880651,65.0,2.3508137432188065,     1.3,   15781,53,47,505.0,3.0,0.0,24.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,16.0,462.0,3.0,1987.0,31/12/9999,19.0,236.0,277.0,14.0,0.0,4.0,286.0,140.0,291.0,1.0,14.0,0.0,0.0,0.0,5.0,3.0,123209.5863449692,484723.8221409993,4.92062901357974,52.349501757926085,598.0,694.0,1322.0,1082.0,38915.0,780.0,1437.0,1372.0,3.0,0.0,1.0,1.0,1.0,1.0,4.0,,,
262,BU03635502,Julianapark,1030.0,95.0,9.223300970873789,135.0,13.106796116504857,     1.7,    5597,69,31,254.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,216.0,40.0,1965.0,31/12/9999,14.0,98.0,150.0,0.0,0.0,7.0,78.0,38.0,70.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,123230.56667884828,484404.7318947952,4.920967065293466,52.34663518776301,527.0,611.0,1459.0,22316.0,57062.0,0.0,719.0,862.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,
263,BU03635503,Don Bosco,2105.0,340.0,16.152019002375297,290.0,13.77672209026128,     2.0,   13417,99,1,235.0,2.0,13.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,161.0,87.0,2115.0,31/12/9999,176.0,80.0,8.0,0.0,0.0,3.0,11.0,5.0,98.0,1.0,2.0,0.0,0.0,0.0,30.0,1.0,123640.47003290044,485114.9421645022,4.926916302484848,52.35304164863204,1035.0,1202.0,2276.0,1532.0,11521.0,222.0,1155.0,1052.0,27.0,1.0,1.0,1.0,1.0,1.0,5.0,,,
264,BU03635504,Frankendael,10.0,5.0,50.0,5.0,50.0,     1.6,      53,,,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,1.0,1952.0,31/12/9999,0.0,0.0,12.0,0.0,0.0,1.0,4.0,2.0,237.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,123847.67785,484903.53675,4.929977146000001,52.3511534455,611.0,708.0,1318.0,0.0,39778.0,2.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
265,BU03635505,Tuindorp Amstelstation,830.0,125.0,15.060240963855422,200.0,24.09638554216868,     1.7,    7659,100,0,106.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,1935.0,31/12/9999,68.0,40.0,0.0,0.0,0.0,0.0,5.0,2.0,52.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,123305.67945417516,484188.7006496945,4.9220896871283095,52.34469797598778,922.0,1069.0,1681.0,24.0,292.0,2.0,485.0,473.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
266,BU03635506,De Wetbuurt,1815.0,275.0,15.151515151515152,425.0,23.415977961432507,     1.9,    6565,100,0,213.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,160.0,60.0,1913.0,31/12/9999,170.0,49.0,6.0,0.0,0.0,0.0,7.0,4.0,70.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,123570.5583442623,484048.2463934426,4.925989794655737,52.34345086721312,1004.0,1166.0,2071.0,672.0,2077.0,5.0,913.0,838.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,
267,BU03635507,Tuindorp Frankendael,2735.0,385.0,14.076782449725778,550.0,20.109689213893965,     1.6,    7596,79,21,372.0,0.0,1.0,4.0,4.0,0.0,0.0,14.0,0.0,0.0,0.0,3.0,299.0,38.0,1930.0,31/12/9999,238.0,72.0,41.0,0.0,0.0,48.0,17.0,9.0,94.0,123.0,8.0,0.0,0.0,0.0,0.0,1.0,124149.83340943397,484455.6039207547,4.934452819761007,52.34714475791195,836.0,970.0,1728.0,98.0,1814.0,40.0,1567.0,1527.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,,,
268,BU03635508,Van der Kunbuurt,580.0,85.0,14.6551724137931,75.0,12.93103448275862,     1.9,    7917,100,0,94.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,102.0,1.0,1925.0,31/12/9999,77.0,19.0,13.0,0.0,0.0,0.0,8.0,4.0,2351.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,122828.08374740485,484438.8046712803,4.915057277889273,52.346918008269895,863.0,1003.0,1698.0,0.0,0.0,5.0,289.0,272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
269,BU03635600,Linnaeusparkbuurt,2640.0,455.0,17.234848484848484,385.0,14.583333333333334,     2.0,   15370,100,0,378.0,2.0,27.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,238.0,162.0,2132.0,31/12/9999,379.0,43.0,3.0,0.0,0.0,2.0,6.0,3.0,106.0,20.0,3.0,0.0,0.0,0.0,13.0,1.0,124046.89430928572,485239.34941142856,4.932870020514286,52.35418278785001,1110.0,1289.0,2417.0,469.0,3673.0,9.0,1400.0,1292.0,6.0,1.0,0.0,1.0,1.0,1.0,4.0,,,
270,BU03635601,Middenmeer Noord,2885.0,540.0,18.717504332755635,410.0,14.211438474870016,     2.2,   15565,100,0,411.0,4.0,1.0,6.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,248.0,167.0,1973.0,31/12/9999,371.0,53.0,3.0,0.0,0.0,0.0,6.0,3.0,109.0,1.0,5.0,0.0,0.0,0.0,4.0,0.0,124323.3963477564,485340.70595112175,4.936919232163461,52.35510922590545,1204.0,1398.0,2483.0,16.0,417.0,1.0,1248.0,1189.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,,,
271,BU03635602,Middenmeer Zuid,4980.0,950.0,19.076305220883537,595.0,11.947791164658634,     2.1,   12586,100,0,684.0,3.0,20.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,454.0,254.0,1934.0,31/12/9999,522.0,195.0,11.0,0.0,0.0,0.0,7.0,3.0,100.0,39.0,5.0,0.0,0.0,0.0,7.0,2.0,124613.94158083091,484923.2240131633,4.941221591674209,52.35137328701769,1032.0,1198.0,2452.0,293.0,3893.0,851.0,2431.0,2313.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,,,
272,BU03635603,Sportpark Middenmeer Zuid,295.0,30.0,10.16949152542373,145.0,49.15254237288136,     1.6,    1410,100,0,70.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,25.0,1967.0,31/12/9999,14.0,58.0,7.0,0.0,0.0,0.0,31.0,17.0,132.0,0.0,1.0,0.0,0.0,0.0,3.0,11.0,124680.5928028169,484536.9157793428,4.942234596995305,52.34790509117371,869.0,1011.0,2095.0,3953.0,15052.0,6.0,213.0,188.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,,,
273,BU03635604,Sportpark Middenmeer Noord,250.0,5.0,2.0,0.0,0.0,     1.0,    1049,0,100,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2329.0,31/12/9999,0.0,0.0,24.0,0.0,0.0,0.0,199.0,84.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,125102.04897307692,484972.2794653846,4.948381055807692,52.35184097007692,33.0,38.0,1389.0,746.0,2028.0,1.0,9.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
274,BU03635605,Park de Meer,1565.0,200.0,12.779552715654953,270.0,17.252396166134183,     2.2,    6059,0,100,203.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,106.0,101.0,1980.0,31/12/9999,22.0,186.0,0.0,0.0,0.0,0.0,50.0,25.0,105.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,125190.8989958042,484113.57626433566,4.949761167342658,52.34412828493706,0.0,0.0,2829.0,0.0,589.0,0.0,0.0,699.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
275,BU03635606,Sportpark Voorland,0.0,0.0,,0.0,,       .,       .,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1979.0,13/08/2013,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,387.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,125513.955,484491.7162,4.954468712,52.347544198,244.0,284.0,496.0,784.0,8350.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
276,BU03635607,Science Park Noord,2620.0,170.0,6.488549618320611,55.0,2.099236641221374,     1.4,    6415,0,100,955.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,557.0,132.0,2126.0,31/12/9999,0.0,650.0,135.0,60.0,0.0,11.0,490.0,249.0,80.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,125024.57854816392,485456.0968206493,4.947200873970197,52.35618498050027,427.0,495.0,1722.0,44.0,2812.0,10.0,1302.0,1847.0,3.0,0.0,1.0,1.0,1.0,1.0,4.0,,,
